FECHA (YYMMDD);HORA (HHMM);;
140214;0800;15,7667;
140214;0900;17,775;
140214;1000;20,6333;
140214;1100;23,0333;
140214;1200;24,8;
140214;1300;25,4833;
140214;1400;26,8417;
140214;1500;27,8333;
140214;1600;28,2167;
140214;1700;27,2083;
140214;1800;26,0083;
140214;1900;23,75;
140214;2000;21,325;
140214;2100;19,6333;
140214;2200;18,4167;
140214;2300;17,7333;
140215;0000;17,2833;
140215;0100;16,5917;
140215;0200;16,3417;
140215;0300;15,9;
140215;0400;15,3083;
140215;0500;14,9333;
140215;0600;14,8833;
140215;0700;14,6;
140215;0800;15,7167;
140215;0900;17,5417;
140215;1000;20,175;
140215;1100;21,5333;
140215;1200;;
140215;1300;;
140215;1400;;
140215;1500;;
140215;1600;;
140215;1700;;
140215;1800;;
140215;1900;;
140215;2000;;
140215;2100;;
140215;2200;;
140215;2300;;
140216;0000;;
140216;0100;;
140216;0200;;
140216;0300;;
140216;0400;;
140216;0500;;
140216;0600;;
140216;0700;;
140216;0800;;
140216;0900;;
140216;1000;;
140216;1100;;
140216;1200;;
140216;1300;;
140216;1400;;
140216;1500;;
140216;1600;;
140216;1700;;
140216;1800;;
140216;1900;;
140216;2000;;
140216;2100;;
140216;2200;;
140216;2300;;
140217;0000;;
140217;0100;;
140217;0200;;
140217;0300;;
140217;0400;;
140217;0500;;
140217;0600;;
140217;0700;;
140217;0800;;
140217;0900;;
140217;1000;;
140217;1100;;
140217;1200;;
140217;1300;;
140217;1400;;
140217;1500;;
140217;1600;;
140217;1700;;
140217;1800;;
140217;1900;;
140217;2000;;
140217;2100;;
140217;2200;;
140217;2300;;
140218;0000;;
140218;0100;;
140218;0200;;
140218;0300;;
140218;0400;;
140218;0500;;
140218;0600;;
140218;0700;;
140218;0800;;
140218;0900;;
140218;1000;;
140218;1100;;
140218;1200;;
140218;1300;;
140218;1400;;
140218;1500;;
140218;1600;;
140218;1700;;
140218;1800;;
140218;1900;;
140218;2000;;
140218;2100;;
140218;2200;;
140218;2300;;
140219;0000;;
140219;0100;;
140219;0200;;
140219;0300;;
140219;0400;;
140219;0500;;
140219;0600;;
140219;0700;;
140219;0800;;
140219;0900;;
140219;1000;;
140219;1100;;
140219;1200;;
140219;1300;;
140219;1400;;
140219;1500;;
140219;1600;;
140219;1700;;
140219;1800;;
140219;1900;;
140219;2000;;
140219;2100;;
140219;2200;;
140219;2300;;
140220;0000;;
140220;0100;;
140220;0200;;
140220;0300;;
140220;0400;;
140220;0500;;
140220;0600;;
140220;0700;;
140220;0800;;
140220;0900;;
140220;1000;;
140220;1100;;
140220;1200;;
140220;1300;;
140220;1400;;
140220;1500;;
140220;1600;;
140220;1700;;
140220;1800;;
140220;1900;;
140220;2000;;
140220;2100;;
140220;2200;;
140220;2300;;
140221;0000;;
140221;0100;;
140221;0200;;
140221;0300;;
140221;0400;;
140221;0500;;
140221;0600;;
140221;0700;;
140221;0800;;
140221;0900;;
140221;1000;;
140221;1100;;
140221;1200;;
140221;1300;;
140221;1400;;
140221;1500;;
140221;1600;;
140221;1700;;
140221;1800;;
140221;1900;;
140221;2000;;
140221;2100;;
140221;2200;;
140221;2300;;
140222;0000;;
140222;0100;;
140222;0200;;
140222;0300;;
140222;0400;;
140222;0500;;
140222;0600;;
140222;0700;;
140222;0800;;
140222;0900;;
140222;1000;;
140222;1100;;
140222;1200;;
140222;1300;;
140222;1400;;
140222;1500;;
140222;1600;;
