FECHA (YYMMDD);HORA (HHMM);;
150318;0200;20,2833;
150318;0300;20,925;
150318;0400;19,7667;
150318;0500;19,05;
150318;0600;18,2;
150318;0700;18,075;
150318;0800;18,8667;
150318;0900;22,075;
150318;1000;24,3167;
150318;1100;26,575;
150318;1200;28,7727;
150318;1300;30,825;
150318;1400;32,4083;
150318;1500;33,525;
150318;1600;33,9;
150318;1700;33,5583;
150318;1800;32,35;
150318;1900;28,85;
150318;2000;25,625;
150318;2100;23,7833;
150318;2200;22,8583;
150318;2300;22,1333;
150319;0000;21,0833;
150319;0100;20,4667;
150319;0200;19,6417;
150319;0300;18,9417;
150319;0400;18,5667;
150319;0500;17,8;
150319;0600;17,175;
150319;0700;17,1083;
150319;0800;17,7083;
150319;0900;20,0583;
150319;1000;23,525;
150319;1100;26,5417;
150319;1200;29,4167;
150319;1300;31,1667;
150319;1400;32,0416;
150319;1500;33,0083;
150319;1600;32,9416;
150319;1700;32,0833;
150319;1800;31,3083;
150319;1900;29,1167;
150319;2000;26,6167;
150319;2100;24,9667;
150319;2200;24,25;
150319;2300;23,3;
150320;0000;22,3167;
150320;0100;21,3083;
150320;0200;20,5583;
150320;0300;19,725;
150320;0400;20,025;
150320;0500;19,75;
150320;0600;18,875;
150320;0700;18,75;
150320;0800;19,4333;
150320;0900;22,5;
150320;1000;25,0917;
150320;1100;28,575;
150320;1200;32,125;
150320;1300;34,1166;
150320;1400;35,8583;
150320;1500;36,4583;
150320;1600;36,625;
150320;1700;36,1166;
150320;1800;34,5583;
150320;1900;32,025;
150320;2000;30,425;
150320;2100;28,9417;
150320;2200;26,675;
150320;2300;25,5917;
150321;0000;24,65;
150321;0100;24,3083;
150321;0200;23,2333;
150321;0300;22,6583;
150321;0400;22,1333;
150321;0500;21,3667;
150321;0600;20,3667;
150321;0700;20,2083;
150321;0800;21,0333;
150321;0900;24,975;
150321;1000;28,9083;
150321;1100;30,8833;
150321;1200;32,45;
150321;1300;30,8583;
150321;1400;30,1;
150321;1500;30,1333;
150321;1600;30,4583;
150321;1700;29,2167;
150321;1800;26,925;
150321;1900;24,2583;
150321;2000;21,7;
150321;2100;20,4;
150321;2200;19,3167;
150321;2300;18,8833;
150322;0000;18,4;
150322;0100;17,9;
150322;0200;17,5333;
150322;0300;17,0083;
150322;0400;16,5917;
150322;0500;16,2583;
150322;0600;16,0583;
150322;0700;15,75;
150322;0800;16,1833;
150322;0900;19,5167;
150322;1000;22,3;
150322;1100;24,4583;
150322;1200;25,6583;
150322;1300;26,575;
150322;1400;27,625;
150322;1500;27,8167;
150322;1600;27,7917;
150322;1700;27,1167;
150322;1800;25,5333;
150322;1900;23,0083;
150322;2000;21,3083;
150322;2100;20,2417;
150322;2200;19,675;
150322;2300;19,075;
150323;0000;18,3083;
150323;0100;18,2083;
150323;0200;18,0333;
150323;0300;17,5917;
150323;0400;17,6167;
150323;0500;17,7;
150323;0600;17,225;
150323;0700;16,8333;
150323;0800;16,725;
150323;0900;17,7;
150323;1000;18,475;
150323;1100;20,1417;
150323;1200;21,2583;
150323;1300;21,8417;
150323;1400;22,3583;
150323;1500;22,675;
150323;1600;23,0417;
150323;1700;22,9083;
150323;1800;22,2167;
150323;1900;21,6417;
150323;2000;21;
150323;2100;20,4167;
150323;2200;19,925;
150323;2300;19,425;
150324;0000;18,4667;
150324;0100;18,0167;
150324;0200;17,775;
150324;0300;17,8083;
150324;0400;17,875;
150324;0500;17,8917;
150324;0600;17,6333;
150324;0700;17,275;
150324;0800;17,1;
150324;0900;18,3083;
150324;1000;18,7417;
150324;1100;19,6167;
150324;1200;20,2417;
150324;1300;20,25;
150324;1400;20,2583;
150324;1500;20,3083;
150324;1600;20,9;
150324;1700;22,0167;
150324;1800;21,5167;
150324;1900;20,325;
150324;2000;20,0917;
150324;2100;19,6583;
150324;2200;19,3167;
150324;2300;18,4583;
150325;0000;17,8667;
150325;0100;17,4417;
150325;0200;17,325;
150325;0300;17;
150325;0400;16,9083;
150325;0500;16,6666;
150325;0600;17,1167;
150325;0700;17,2083;
150325;0800;16,9833;
150325;0900;17,8333;
150325;1000;18,7167;
150325;1100;21,8083;
150325;1200;23,0167;
150325;1300;24,925;
150325;1400;25,6833;
150325;1500;25,0667;
150325;1600;25,1667;
150325;1700;24,8917;
150325;1800;24,3917;
150325;1900;23,0917;
150325;2000;22,2;
150325;2100;21,5833;
150325;2200;21,4333;
150325;2300;21,725;
150326;0000;20,95;
150326;0100;19,075;
150326;0200;18,0917;
150326;0300;17,5667;
150326;0400;17,1833;
150326;0500;16,125;
150326;0600;15,7833;
150326;0700;17,2;
150326;0800;17,775;
150326;0900;17,9;
150326;1000;19,475;
150326;1100;22,575;
150326;1200;24,9417;
150326;1300;25,15;
150326;1400;26,8;
150326;1500;27,5;
150326;1600;26,9167;
150326;1700;26,4333;
150326;1800;25,8917;
150326;1900;23,825;
150326;2000;22,3;
150326;2100;20,8417;
150326;2200;19,4917;
150326;2300;18,9833;
150327;0000;18,675;
150327;0100;18,125;
150327;0200;17,4583;
150327;0300;16,7333;
150327;0400;15,9917;
150327;0500;15,7167;
150327;0600;15,0833;
150327;0700;14,9583;
150327;0800;16,05;
150327;0900;18,9083;
150327;1000;20,8167;
150327;1100;23,6417;
150327;1200;26,5;
150327;1300;28,0417;
150327;1400;28,9;
150327;1500;29,0667;
150327;1600;29,5;
150327;1700;29,3167;
150327;1800;28,625;
150327;1900;26,1583;
150327;2000;23,7917;
150327;2100;22,7083;
150327;2200;22,3167;
150327;2300;21,725;
150328;0000;20,75;
150328;0100;19,6417;
150328;0200;18,6833;
150328;0300;18,0333;
150328;0400;17,4667;
150328;0500;16,9167;
150328;0600;16,575;
150328;0700;16,3333;
150328;0800;17,4667;
150328;0900;21,1083;
150328;1000;23,6583;
150328;1100;26,025;
150328;1200;27,5917;
150328;1300;28,8583;
150328;1400;29,9917;
150328;1500;31,0167;
150328;1600;30,5833;
150328;1700;29,9167;
150328;1800;28,8833;
150328;1900;26,9083;
150328;2000;25,125;
150328;2100;23,5917;
150328;2200;22,5583;
150328;2300;21,8916;
150329;0000;20,9917;
150329;0100;20,45;
150329;0200;19,3833;
150329;0300;18,6917;
150329;0400;17,5917;
150329;0500;16,875;
150329;0600;16,5833;
150329;0700;16,1417;
150329;0800;16,3;
150329;0900;19,7583;
150329;1000;22,425;
150329;1100;24,85;
150329;1200;26,3583;
150329;1300;27,6917;
150329;1400;29,9167;
150329;1500;30,1667;
150329;1600;29,8667;
150329;1700;28,7583;
150329;1800;28,3083;
150329;1900;25,8917;
150329;2000;23,275;
150329;2100;21,85;
150329;2200;20,85;
150329;2300;20,2583;
150330;0000;19,55;
150330;0100;18,7083;
150330;0200;18,05;
150330;0300;17,5;
150330;0400;17,1;
150330;0500;16,1583;
150330;0600;16,0833;
150330;0700;16,2917;
150330;0800;16,2416;
150330;0900;16,675;
150330;1000;17,4333;
150330;1100;19,25;
150330;1200;21,7667;
150330;1300;23,325;
150330;1400;24,5333;
150330;1500;25,225;
150330;1600;25,7917;
150330;1700;25,975;
150330;1800;25,4833;
150330;1900;23,7167;
150330;2000;21,6417;
150330;2100;20,0583;
150330;2200;18,75;
150330;2300;17,6;
150331;0000;16,9917;
150331;0100;16,3417;
150331;0200;15,7667;
150331;0300;15,3583;
150331;0400;14,9;
150331;0500;14,95;
150331;0600;14,6167;
150331;0700;13,925;
150331;0800;14,9083;
150331;0900;17,875;
150331;1000;20,3333;
150331;1100;22,1167;
150331;1200;24,625;
150331;1300;26,5167;
150331;1400;28,4917;
150331;1500;29,9583;
150331;1600;30,6833;
150331;1700;30,2;
150331;1800;29,2667;
150331;1900;27,0667;
150331;2000;25,4583;
150331;2100;23,9583;
150331;2200;22,5667;
150331;2300;21,85;
150401;0000;20,1583;
150401;0100;19,1583;
150401;0200;18,8583;
150401;0300;17,5;
150401;0400;17,2833;
150401;0500;16,5833;
150401;0600;15,7583;
150401;0700;15,8417;
150401;0800;16,9667;
150401;0900;18,625;
150401;1000;21,675;
150401;1100;24,5583;
150401;1200;27,05;
150401;1300;28,9083;
150401;1400;30,425;
150401;1500;30,9583;
150401;1600;31,1833;
150401;1700;31,0083;
150401;1800;29,8;
150401;1900;27,525;
150401;2000;25,5917;
150401;2100;24,0833;
150401;2200;22,6333;
150401;2300;21,775;
150402;0000;20,85;
150402;0100;19,6333;
150402;0200;18,8333;
150402;0300;17,9667;
150402;0400;17,0333;
150402;0500;16,1333;
150402;0600;16,0583;
150402;0700;15,7583;
150402;0800;16,7667;
150402;0900;19,5833;
150402;1000;22,825;
150402;1100;25,425;
150402;1200;26,9917;
150402;1300;27,775;
150402;1400;28,4083;
150402;1500;29,1083;
150402;1600;29,1667;
150402;1700;28,6417;
150402;1800;27,1917;
150402;1900;24,8583;
150402;2000;23,1083;
150402;2100;21,4333;
150402;2200;20,1833;
150402;2300;19,3667;
150403;0000;18,8167;
150403;0100;17,7417;
150403;0200;16,9833;
150403;0300;15,4917;
150403;0400;15,0083;
150403;0500;14,4667;
150403;0600;14,15;
150403;0700;13,9417;
150403;0800;14,4583;
150403;0900;18,3417;
150403;1000;19,7833;
150403;1100;21,85;
150403;1200;24,1333;
150403;1300;25,7583;
150403;1400;27,1667;
150403;1500;27,5667;
150403;1600;27,4583;
150403;1700;27,025;
150403;1800;26,2667;
150403;1900;23,35;
150403;2000;20,4667;
150403;2100;18,85;
150403;2200;18,425;
150403;2300;17,95;
150404;0000;17,4917;
150404;0100;16,8417;
150404;0200;16,5083;
150404;0300;15,5667;
150404;0400;14,9917;
150404;0500;14,575;
150404;0600;14,1083;
150404;0700;13,775;
150404;0800;14,1583;
150404;0900;17,5833;
150404;1000;19,6917;
150404;1100;21,9083;
150404;1200;24,0083;
150404;1300;25,2;
150404;1400;26,3667;
150404;1500;27,4833;
150404;1600;27,6417;
150404;1700;27,35;
150404;1800;27,0917;
150404;1900;25,0083;
150404;2000;23,3917;
150404;2100;21,975;
150404;2200;20,8833;
150404;2300;19,9417;
150405;0000;18,9667;
150405;0100;18,3667;
150405;0200;17,4667;
150405;0300;17;
150405;0400;16,2833;
150405;0500;15,8;
150405;0600;15,325;
150405;0700;15,1083;
150405;0800;15,4583;
150405;0900;20,575;
150405;1000;22,2833;
150405;1100;24,4417;
150405;1200;27,0667;
150405;1300;29,275;
150405;1400;30,4333;
150405;1500;30,975;
150405;1600;31,4917;
150405;1700;31,2417;
150405;1800;29,3;
150405;1900;26,55;
150405;2000;24,5917;
150405;2100;23,0333;
150405;2200;22,1333;
150405;2300;21,025;
150406;0000;19,6667;
150406;0100;18,6667;
150406;0200;17,8583;
150406;0300;17;
150406;0400;16,5833;
150406;0500;15,775;
150406;0600;15,9417;
150406;0700;15,8917;
150406;0800;16,3333;
150406;0900;19,175;
150406;1000;21,5083;
150406;1100;23,1583;
150406;1200;25,475;
150406;1300;26,4667;
150406;1400;28,1;
150406;1500;28,9583;
150406;1600;28,9667;
150406;1700;27,25;
150406;1800;23,8;
150406;1900;20,7583;
150406;2000;18,9166;
150406;2100;16,85;
150406;2200;15,7583;
150406;2300;15,2167;
150407;0000;15,05;
150407;0100;15,15;
150407;0200;15,3583;
150407;0300;15,175;
150407;0400;15,0417;
150407;0500;15,0917;
150407;0600;14,9667;
150407;0700;15,175;
150407;0800;15,55;
150407;0900;16,05;
150407;1000;15,875;
150407;1100;15,975;
150407;1200;17,1833;
150407;1300;18,1833;
150407;1400;19,6083;
150407;1500;21,6917;
150407;1600;23,225;
150407;1700;23,675;
150407;1800;22,6083;
150407;1900;20,5417;
150407;2000;19,4833;
150407;2100;18,45;
150407;2200;17,9917;
150407;2300;16,7917;
150408;0000;16,0333;
150408;0100;15,4917;
150408;0200;14,75;
150408;0300;14,3583;
150408;0400;13,8917;
150408;0500;13,5917;
150408;0600;13,1833;
150408;0700;13,3333;
150408;0800;13,775;
150408;0900;15,65;
150408;1000;18,3;
150408;1100;21,0417;
150408;1200;23,2167;
150408;1300;24,475;
150408;1400;25,7583;
150408;1500;26,4583;
150408;1600;27,0167;
150408;1700;26,725;
150408;1800;25,575;
150408;1900;23,6833;
150408;2000;21,9833;
150408;2100;20,55;
150408;2200;19,8083;
150408;2300;18,8667;
150409;0000;17,8667;
150409;0100;17,0417;
150409;0200;16,2083;
150409;0300;15,8667;
150409;0400;15,125;
150409;0500;14,5083;
150409;0600;14,3083;
150409;0700;14,225;
150409;0800;14,5833;
150409;0900;17,25;
150409;1000;19,7417;
150409;1100;22,0083;
150409;1200;24,9917;
150409;1300;26,9667;
150409;1400;28,3583;
150409;1500;29,3083;
150409;1600;29,55;
150409;1700;28,9083;
150409;1800;27,9;
150409;1900;25,8167;
150409;2000;24,4;
150409;2100;23,0667;
150409;2200;21,1167;
150409;2300;19,6167;
150410;0000;18,4417;
150410;0100;17,6333;
150410;0200;17,0333;
150410;0300;16,4167;
150410;0400;15,8;
150410;0500;15,4167;
150410;0600;15,3333;
150410;0700;15,4417;
150410;0800;15,625;
150410;0900;18,1416;
150410;1000;21,3;
150410;1100;24,525;
150410;1200;27,1083;
150410;1300;29,5;
150410;1400;31,4583;
150410;1500;32,5333;
150410;1600;33,325;
150410;1700;33;
150410;1800;31,55;
150410;1900;28,5083;
150410;2000;25,7666;
150410;2100;23,725;
150410;2200;22,3167;
150410;2300;21,4917;
150411;0000;20,1083;
150411;0100;19,3167;
150411;0200;18,55;
150411;0300;18,2333;
150411;0400;17,25;
150411;0500;16,3917;
150411;0600;16,0167;
150411;0700;15,4583;
150411;0800;16,175;
150411;0900;19,1333;
150411;1000;22,0917;
150411;1100;25,975;
150411;1200;27,8333;
150411;1300;28,5167;
150411;1400;30,1;
150411;1500;29,2917;
150411;1600;29,0333;
150411;1700;28,1833;
150411;1800;26,7167;
150411;1900;23,375;
150411;2000;21,25;
150411;2100;19,9417;
150411;2200;19,0833;
150411;2300;18,5;
150412;0000;17,525;
150412;0100;16,6083;
150412;0200;15,3583;
150412;0300;15,1;
150412;0400;14,8833;
150412;0500;14,3833;
150412;0600;14,0167;
150412;0700;13,9083;
150412;0800;14,475;
150412;0900;18,5583;
150412;1000;21,5917;
150412;1100;23,6333;
150412;1200;26,225;
150412;1300;27,475;
150412;1400;28,2833;
150412;1500;27,6917;
150412;1600;27,4333;
150412;1700;27,4333;
150412;1800;25,9083;
150412;1900;23,575;
150412;2000;22,2417;
150412;2100;21,2083;
150412;2200;20,225;
150412;2300;18,8167;
150413;0000;17,35;
150413;0100;16,7;
150413;0200;15,7833;
150413;0300;14,0917;
150413;0400;13,6417;
150413;0500;13,625;
150413;0600;13,675;
150413;0700;13,0417;
150413;0800;13,7667;
150413;0900;16,2417;
150413;1000;18,3667;
150413;1100;20,575;
150413;1200;23,2167;
150413;1300;25,3;
150413;1400;26,875;
150413;1500;26,6667;
150413;1600;26,6583;
150413;1700;25,4333;
150413;1800;23,8417;
150413;1900;21,6167;
150413;2000;20,075;
150413;2100;18,8083;
150413;2200;18,1917;
150413;2300;17,4917;
150414;0000;16,2417;
150414;0100;15,6583;
150414;0200;15,0917;
150414;0300;14,1583;
150414;0400;14,025;
150414;0500;13,7417;
150414;0600;13,05;
150414;0700;13,0417;
150414;0800;13,225;
150414;0900;15,05;
150414;1000;17,7;
150414;1100;20,0583;
150414;1200;22,5667;
150414;1300;24,15;
150414;1400;25,0333;
150414;1500;25,4917;
150414;1600;25,1667;
150414;1700;24,7417;
150414;1800;23,6833;
150414;1900;21,9167;
150414;2000;20,5333;
150414;2100;18,8667;
150414;2200;17,9417;
150414;2300;17,2;
150415;0000;16,725;
150415;0100;16,0917;
150415;0200;15,5333;
150415;0300;14,85;
150415;0400;14,4667;
150415;0500;14,4417;
150415;0600;14,0917;
150415;0700;13,8667;
150415;0800;14,0417;
150415;0900;16,3167;
150415;1000;17,8917;
150415;1100;18,15;
150415;1200;19,4667;
150415;1300;21,025;
150415;1400;20,5083;
150415;1500;20,2;
150415;1600;19,4167;
150415;1700;19,325;
150415;1800;18,9833;
150415;1900;18,0167;
150415;2000;16,975;
150415;2100;15,7167;
150415;2200;15,525;
150415;2300;14,95;
150416;0000;14,6083;
150416;0100;14,7167;
150416;0200;14,65;
150416;0300;13,9667;
150416;0400;13,7333;
150416;0500;13,325;
150416;0600;13,1667;
150416;0700;13,4667;
150416;0800;13,0833;
150416;0900;13,65;
150416;1000;15,475;
150416;1100;16,575;
150416;1200;19,3417;
150416;1300;20,125;
150416;1400;20,7167;
150416;1500;21,5917;
150416;1600;21,6;
150416;1700;21,2917;
150416;1800;20,5083;
150416;1900;19,1083;
150416;2000;17,8333;
150416;2100;16,7583;
150416;2200;15,9167;
150416;2300;14,825;
150417;0000;14,3167;
150417;0100;13,2083;
150417;0200;12,375;
150417;0300;11,7667;
150417;0400;11,5167;
150417;0500;10,9333;
150417;0600;10,7917;
150417;0700;10,6583;
150417;0800;11,25;
150417;0900;13,8167;
150417;1000;16,3083;
150417;1100;18,1167;
150417;1200;20,6667;
150417;1300;23,2333;
150417;1400;25,2833;
150417;1500;25,725;
150417;1600;26,5;
150417;1700;27,075;
150417;1800;25,8167;
150417;1900;23,2;
150417;2000;21,25;
150417;2100;19,8083;
150417;2200;18,3417;
150417;2300;17,275;
150418;0000;16,5917;
150418;0100;15,825;
150418;0200;15,05;
150418;0300;14,6667;
150418;0400;13,8417;
150418;0500;13,3917;
150418;0600;13,2417;
150418;0700;12,8417;
150418;0800;13,2167;
150418;0900;15,825;
150418;1000;19,125;
150418;1100;23,7167;
150418;1200;26,3417;
150418;1300;27,325;
150418;1400;28,175;
150418;1500;28,4333;
150418;1600;27,5333;
150418;1700;26,525;
150418;1800;24,5083;
150418;1900;21,8167;
150418;2000;20,4833;
150418;2100;17,9333;
150418;2200;17,2667;
150418;2300;15,4917;
150419;0000;14,4083;
150419;0100;14,2;
150419;0200;13,4333;
150419;0300;12,275;
150419;0400;11,775;
150419;0500;11,5083;
150419;0600;11,1083;
150419;0700;11,3667;
150419;0800;11,0917;
150419;0900;12,1917;
150419;1000;14,275;
150419;1100;15,8833;
150419;1200;16,8083;
150419;1300;17,2167;
150419;1400;18,4917;
150419;1500;18,975;
150419;1600;19,0833;
150419;1700;18,9833;
150419;1800;18,5333;
150419;1900;17,6417;
150419;2000;16,575;
150419;2100;15,4833;
150419;2200;15,275;
150419;2300;14,625;
150420;0000;14,3083;
150420;0100;14,1583;
150420;0200;13,4583;
150420;0300;13,3333;
150420;0400;12,9667;
150420;0500;12,7667;
150420;0600;12,8917;
150420;0700;12,675;
150420;0800;13,375;
150420;0900;13,8333;
150420;1000;15,05;
150420;1100;16,875;
150420;1200;18,2;
150420;1300;20,1667;
150420;1400;20,1417;
150420;1500;21,1167;
150420;1600;20,1583;
150420;1700;19,7;
150420;1800;18,7917;
150420;1900;17,825;
150420;2000;16,3917;
150420;2100;15,625;
150420;2200;14,6583;
150420;2300;13,85;
150421;0000;13,6917;
150421;0100;13,85;
150421;0200;13,2417;
150421;0300;12,6917;
150421;0400;12,4667;
150421;0500;11,4167;
150421;0600;10,8417;
150421;0700;10,95;
150421;0800;10,5167;
150421;0900;13,2583;
150421;1000;16,075;
150421;1100;18,575;
150421;1200;20,7167;
150421;1300;21,5917;
150421;1400;22,95;
150421;1500;23,5;
150421;1600;23,825;
150421;1700;23,8083;
150421;1800;22,8167;
150421;1900;20,6667;
150421;2000;19,4667;
150421;2100;18,1167;
150421;2200;16,35;
150421;2300;15,4667;
150422;0000;14,925;
150422;0100;13,875;
150422;0200;13,4833;
150422;0300;13,15;
150422;0400;12,5917;
150422;0500;12,3417;
150422;0600;11,6667;
150422;0700;11,575;
150422;0800;12,3917;
150422;0900;14,8167;
150422;1000;17,4083;
150422;1100;20,8917;
150422;1200;24,275;
150422;1300;25,7083;
150422;1400;27,7667;
150422;1500;28,4417;
150422;1600;28,5833;
150422;1700;28,3;
150422;1800;26,5583;
150422;1900;23,875;
150422;2000;22,0667;
150422;2100;20,85;
150422;2200;18,9;
150422;2300;17,7;
150423;0000;17,075;
150423;0100;16,1333;
150423;0200;15,0167;
150423;0300;14,65;
150423;0400;14,1833;
150423;0500;13,775;
150423;0600;13,3833;
150423;0700;13,5;
150423;0800;14,2833;
150423;0900;17,4917;
150423;1000;19,7;
150423;1100;22,7333;
150423;1200;26,175;
150423;1300;28,0083;
150423;1400;29,2167;
150423;1500;29,975;
150423;1600;30,3583;
150423;1700;29,675;
150423;1800;27,7417;
150423;1900;25,3;
150423;2000;23,25;
150423;2100;21,9333;
150423;2200;20,15;
150423;2300;18,925;
150424;0000;17,2583;
150424;0100;16,5917;
150424;0200;15,5167;
150424;0300;15,2333;
150424;0400;14,625;
150424;0500;14,1833;
150424;0600;13,9417;
150424;0700;14,325;
150424;0800;13,925;
150424;0900;17,4583;
150424;1000;19,875;
150424;1100;23,6417;
150424;1200;26,1333;
150424;1300;28,375;
150424;1400;29,6167;
150424;1500;30,375;
150424;1600;30,1167;
150424;1700;28,8;
150424;1800;26,5667;
150424;1900;23,7167;
150424;2000;21,625;
150424;2100;20,05;
150424;2200;19,3417;
150424;2300;17,9333;
150425;0000;16,9417;
150425;0100;15,8667;
150425;0200;15,1833;
150425;0300;14,2167;
150425;0400;13,8417;
150425;0500;13,575;
150425;0600;12,85;
150425;0700;12,5583;
150425;0800;13,0833;
150425;0900;15,9417;
150425;1000;19,475;
150425;1100;21,6167;
150425;1200;23,5667;
150425;1300;24,3;
150425;1400;23,525;
150425;1500;23,2;
150425;1600;22,4333;
150425;1700;20,7583;
150425;1800;19,1667;
150425;1900;17,65;
150425;2000;16,15;
150425;2100;15,1833;
150425;2200;14,575;
150425;2300;14,1;
150426;0000;13,8167;
150426;0100;13,05;
150426;0200;12,5917;
150426;0300;12,05;
150426;0400;11,8167;
150426;0500;11,9417;
150426;0600;12,5583;
150426;0700;12,4583;
150426;0800;13;
150426;0900;13,1917;
150426;1000;13,525;
150426;1100;14,9917;
150426;1200;17,8333;
150426;1300;19,3417;
150426;1400;21,05;
150426;1500;22,6167;
150426;1600;23,0083;
150426;1700;23,35;
150426;1800;22,2667;
150426;1900;20,5333;
150426;2000;19,375;
150426;2100;18,4;
150426;2200;17,2167;
150426;2300;16,175;
150427;0000;15,4417;
150427;0100;15,175;
150427;0200;14,4083;
150427;0300;14,0083;
150427;0400;13,1167;
150427;0500;12,9333;
150427;0600;13,1167;
150427;0700;13,5833;
150427;0800;13,15;
150427;0900;14,5833;
150427;1000;17,5917;
150427;1100;19,8583;
150427;1200;21,9167;
150427;1300;23,4333;
150427;1400;25,325;
150427;1500;26,6083;
150427;1600;27,1083;
150427;1700;26,3833;
150427;1800;24,2583;
150427;1900;21,75;
150427;2000;20,1583;
150427;2100;18,925;
150427;2200;18,2;
150427;2300;17,0083;
150428;0000;15,85;
150428;0100;15,1333;
150428;0200;14,35;
150428;0300;14,3167;
150428;0400;13,75;
150428;0500;13,2333;
150428;0600;12,8083;
150428;0700;12,9083;
150428;0800;13,25;
150428;0900;15,8333;
150428;1000;18,1667;
150428;1100;20,5833;
150428;1200;23,6083;
150428;1300;25,7583;
150428;1400;27,0167;
150428;1500;28,3;
150428;1600;28,8417;
150428;1700;28,0917;
150428;1800;25,675;
150428;1900;23,05;
150428;2000;21,5833;
150428;2100;20,35;
150428;2200;19,5917;
150428;2300;17,8167;
150429;0000;16,45;
150429;0100;15,45;
150429;0200;15,0667;
150429;0300;14,4;
150429;0400;14,3083;
150429;0500;13,6833;
150429;0600;13,525;
150429;0700;13,8417;
150429;0800;13,875;
150429;0900;16,1667;
150429;1000;18,8333;
150429;1100;22,2833;
150429;1200;24,4;
150429;1300;26,1417;
150429;1400;27,35;
150429;1500;28,225;
150429;1600;28,3333;
150429;1700;27,7583;
150429;1800;25,8;
150429;1900;23,3;
150429;2000;21,85;
150429;2100;20,275;
150429;2200;19,1;
150429;2300;18,0833;
150430;0000;17,6333;
150430;0100;16,5;
150430;0200;15,6917;
150430;0300;15,2583;
150430;0400;14,6583;
150430;0500;14,2167;
150430;0600;13,475;
150430;0700;13,1167;
150430;0800;13,4167;
150430;0900;17,0917;
150430;1000;19,275;
150430;1100;22,4917;
150430;1200;23,8333;
150430;1300;25,925;
150430;1400;27,875;
150430;1500;28,9083;
150430;1600;28,9167;
150430;1700;27,9083;
150430;1800;25,5583;
150430;1900;23,2583;
150430;2000;22,0667;
150430;2100;21,2583;
150430;2200;20,2583;
150430;2300;18,85;
150501;0000;17,8917;
150501;0100;17,225;
150501;0200;16,6417;
150501;0300;16,1;
150501;0400;15,4833;
150501;0500;15,6333;
150501;0600;14,5667;
150501;0700;14,7;
150501;0800;14,6583;
150501;0900;14,8917;
150501;1000;16,1667;
150501;1100;18,125;
150501;1200;19,2167;
150501;1300;19,4417;
150501;1400;19,9417;
150501;1500;20,1417;
150501;1600;18,675;
150501;1700;17,5833;
150501;1800;17,0583;
150501;1900;16,5417;
150501;2000;16,4333;
150501;2100;16,4;
150501;2200;15,8833;
150501;2300;15,725;
150502;0000;15,45;
150502;0100;14,8417;
150502;0200;14,65;
150502;0300;13,3667;
150502;0400;12,4417;
150502;0500;11,9333;
150502;0600;11,6417;
150502;0700;11,35;
150502;0800;11,3667;
150502;0900;11,325;
150502;1000;12,5583;
150502;1100;14,75;
150502;1200;17,175;
150502;1300;18,4083;
150502;1400;19,25;
150502;1500;19,5667;
150502;1600;18,7917;
150502;1700;17,45;
150502;1800;16,375;
150502;1900;15,775;
150502;2000;14,9417;
150502;2100;13,9667;
150502;2200;13,4417;
150502;2300;13,0583;
150503;0000;12,8667;
150503;0100;12,5417;
150503;0200;12,1917;
150503;0300;11,8333;
150503;0400;11,8083;
150503;0500;11,3583;
150503;0600;10,1167;
150503;0700;9,44165;
150503;0800;9,29166;
150503;0900;11,075;
150503;1000;13,7083;
150503;1100;15,1083;
150503;1200;16,65;
150503;1300;18,4917;
150503;1400;19,5583;
150503;1500;21,1167;
150503;1600;21,7167;
150503;1700;21,8917;
150503;1800;20,8833;
150503;1900;18,8333;
150503;2000;17,2167;
150503;2100;15,7583;
150503;2200;14,4667;
150503;2300;13,3333;
150504;0000;12,4333;
150504;0100;11,5583;
150504;0200;11,15;
150504;0300;10,5;
150504;0400;10,35;
150504;0500;10,0583;
150504;0600;9,54166;
150504;0700;9,77498;
150504;0800;10,3167;
150504;0900;12,65;
150504;1000;15,9917;
150504;1100;18,3583;
150504;1200;20,4;
150504;1300;22,2583;
150504;1400;23,475;
150504;1500;24,1;
150504;1600;23,2333;
150504;1700;22,725;
150504;1800;21,4167;
150504;1900;19,8833;
150504;2000;18,8833;
150504;2100;17,7417;
150504;2200;17,2417;
150504;2300;16,3;
150505;0000;15,0167;
150505;0100;13,4333;
150505;0200;12,4917;
150505;0300;12,0917;
150505;0400;11,675;
150505;0500;11,0833;
150505;0600;10,5917;
150505;0700;10,5583;
150505;0800;10,5417;
150505;0900;12,625;
150505;1000;16,5417;
150505;1100;18;
150505;1200;20,775;
150505;1300;22,3083;
150505;1400;23,425;
150505;1500;24,1583;
150505;1600;24,4583;
150505;1700;24,25;
150505;1800;22,65;
150505;1900;20,4417;
150505;2000;18,75;
150505;2100;17,1167;
150505;2200;15,4417;
150505;2300;14,6;
150506;0000;14,2167;
150506;0100;13,175;
150506;0200;13,0417;
150506;0300;12,1083;
150506;0400;11,8333;
150506;0500;11,7333;
150506;0600;10,925;
150506;0700;10,3667;
150506;0800;11,0083;
150506;0900;13,2417;
150506;1000;17,3083;
150506;1100;20,275;
150506;1200;23,2917;
150506;1300;25,3;
150506;1400;27,1917;
150506;1500;27,5667;
150506;1600;27,7583;
150506;1700;27,1917;
150506;1800;24,9167;
150506;1900;21,8833;
150506;2000;20,25;
150506;2100;18,6;
150506;2200;17,4833;
150506;2300;17,3;
150507;0000;17,3;
