FECHA (YYMMDD);HORA (HHMM);;
150601;1800;13,3667;
150601;1900;12,1333;
150601;2000;11,1833;
150601;2100;10,4833;
150601;2200;10,9583;
150601;2300;10,2333;
150602;0000;9,41666;
150602;0100;9,00832;
150602;0200;7,975;
150602;0300;7,375;
150602;0400;7,475;
150602;0500;8,02498;
150602;0600;7,2;
150602;0700;7,24165;
150602;0800;6,81666;
150602;0900;9,19998;
150602;1000;10,8;
150602;1100;14,0333;
150602;1200;17,775;
150602;1300;20,4167;
150602;1400;20,3917;
150602;1500;20,775;
150602;1600;20,2083;
150602;1700;18,6917;
150602;1800;16,7083;
150602;1900;15,025;
150602;2000;13,925;
150602;2100;13,025;
150602;2200;11,2417;
150602;2300;11,1083;
150603;0000;10,6833;
150603;0100;10,3;
150603;0200;9,60832;
150603;0300;8,61665;
150603;0400;7,66666;
150603;0500;8,37498;
150603;0600;8,30832;
150603;0700;8,04999;
150603;0800;7,925;
150603;0900;9,10832;
150603;1000;12,25;
150603;1100;13,25;
150603;1200;15,9417;
150603;1300;18,1667;
150603;1400;21,2583;
150603;1500;21,2833;
150603;1600;21,1667;
150603;1700;20,45;
150603;1800;17,975;
150603;1900;14,225;
150603;2000;13,4667;
150603;2100;12,1667;
150603;2200;11,6833;
150603;2300;11,0417;
150604;0000;10,6083;
150604;0100;10,675;
150604;0200;10,2417;
150604;0300;9,69165;
150604;0400;9,76665;
150604;0500;9,74165;
150604;0600;9,60832;
150604;0700;10,4417;
150604;0800;10,675;
150604;0900;10,0083;
150604;1000;12;
150604;1100;14,475;
150604;1200;15,9583;
150604;1300;17,7667;
150604;1400;18,45;
150604;1500;17,6333;
150604;1600;17,5167;
150604;1700;16,7167;
150604;1800;14,7667;
150604;1900;14,525;
150604;2000;13,5833;
150604;2100;12,8583;
150604;2200;12,9833;
150604;2300;12,6667;
150605;0000;11,0833;
150605;0100;10,225;
150605;0200;8,64165;
150605;0300;8,09166;
150605;0400;7,66666;
150605;0500;6,85833;
150605;0600;5,68333;
150605;0700;5,84166;
150605;0800;5,64165;
150605;0900;7,45;
150605;1000;13,0833;
150605;1100;16,3917;
150605;1200;18,3333;
150605;1300;18,6333;
150605;1400;20,025;
150605;1500;20,2167;
150605;1600;20,4583;
150605;1700;19,825;
150605;1800;17,125;
150605;1900;14,525;
150605;2000;13,1;
150605;2100;12,7833;
150605;2200;11,5;
150605;2300;10,2417;
150606;0000;9,94165;
150606;0100;8,59166;
150606;0200;7,66666;
150606;0300;7,74165;
150606;0400;6,94166;
150606;0500;7,16666;
150606;0600;7,45;
150606;0700;6,33333;
150606;0800;5,61665;
150606;0900;7,05;
150606;1000;10,0833;
150606;1100;15,075;
150606;1200;17,5417;
150606;1300;17,8667;
150606;1400;17,95;
150606;1500;17,425;
150606;1600;17,55;
150606;1700;16,3833;
150606;1800;14,575;
150606;1900;13,1;
150606;2000;13,2167;
150606;2100;13,2833;
150606;2200;12,95;
150606;2300;12,85;
150607;0000;12,475;
150607;0100;11,0833;
150607;0200;9,46666;
150607;0300;8,92499;
150607;0400;8,56665;
150607;0500;7,64999;
150607;0600;7,08333;
150607;0700;6,99165;
150607;0800;7,25832;
150607;0900;8,59998;
150607;1000;11,075;
150607;1100;12,9417;
150607;1200;14,475;
150607;1300;16,7083;
150607;1400;18,85;
150607;1500;20,6667;
150607;1600;20,925;
150607;1700;19,375;
150607;1800;16,7167;
150607;1900;14,0583;
150607;2000;12,2;
150607;2100;11,2583;
150607;2200;9,78333;
150607;2300;8,86665;
150608;0000;7,86665;
150608;0100;7,325;
150608;0200;6,30833;
150608;0300;6,425;
150608;0400;5,78333;
150608;0500;5,83333;
150608;0600;5,64999;
150608;0700;5,27499;
150608;0800;5,75;
150608;0900;7,15833;
150608;1000;11,4083;
150608;1100;14,2583;
150608;1200;16,5417;
150608;1300;18,1167;
150608;1400;19,5083;
150608;1500;19,375;
150608;1600;19,825;
150608;1700;18,8167;
150608;1800;15,8833;
150608;1900;13,0167;
150608;2000;11,8083;
150608;2100;10,775;
150608;2200;8,33333;
150608;2300;7,44166;
150609;0000;7,45833;
150609;0100;6,70833;
150609;0200;6,225;
150609;0300;5,31666;
150609;0400;5,61665;
150609;0500;6,85833;
150609;0600;6,38332;
150609;0700;6,425;
150609;0800;6,45833;
150609;0900;7,44166;
150609;1000;10,3333;
150609;1100;12,3167;
150609;1200;12,9917;
150609;1300;13,4667;
150609;1400;13,6917;
150609;1500;14,4083;
150609;1600;14,3083;
150609;1700;13,7417;
150609;1800;12,7083;
150609;1900;11,9333;
150609;2000;11,125;
150609;2100;10,6;
150609;2200;9,78333;
150609;2300;9,41666;
150610;0000;8,97498;
150610;0100;7,59166;
150610;0200;6,44166;
150610;0300;6,03333;
150610;0400;6,01665;
150610;0500;6,2;
150610;0600;5,625;
150610;0700;5,975;
150610;0800;6,225;
150610;0900;5,45833;
150610;1000;7,41666;
150610;1100;9,12498;
150610;1200;10,9833;
150610;1300;12,4833;
150610;1400;14,3333;
150610;1500;15,2083;
150610;1600;14,6833;
150610;1700;13,325;
150610;1800;11,75;
150610;1900;10,8417;
150610;2000;10,0167;
150610;2100;9,23332;
150610;2200;8,65833;
150610;2300;7,89999;
150611;0000;7,09166;
150611;0100;6,33333;
150611;0200;4,64999;
150611;0300;3,84166;
150611;0400;3,06666;
150611;0500;2,45833;
150611;0600;1,975;
150611;0700;1,53333;
150611;0800;1,25;
150611;0900;3,95833;
150611;1000;7,21666;
150611;1100;10,675;
150611;1200;12,9833;
150611;1300;13,9;
150611;1400;14,9917;
150611;1500;16,125;
150611;1600;16,7833;
150611;1700;16;
150611;1800;13,4417;
150611;1900;10,4333;
150611;2000;8,92499;
150611;2100;7,58333;
150611;2200;7,08333;
150611;2300;5,75832;
150612;0000;5,43333;
150612;0100;4,5;
150612;0200;4,08333;
150612;0300;3,76666;
150612;0400;3,05;
150612;0500;2,01667;
150612;0600;1,70833;
150612;0700;1,9;
150612;0800;2,06666;
150612;0900;3,81666;
150612;1000;8,56665;
150612;1100;12,225;
150612;1200;12,7083;
150612;1300;13,3167;
150612;1400;14,25;
150612;1500;14,875;
150612;1600;14,975;
150612;1700;13,0333;
150612;1800;10,675;
150612;1900;8,94998;
150612;2000;8,17499;
150612;2100;7,10833;
150612;2200;6,25;
150612;2300;5,69166;
150613;0000;5,46666;
150613;0100;5,40833;
150613;0200;5,23333;
150613;0300;4,675;
150613;0400;3,85;
150613;0500;3,24166;
150613;0600;3,68333;
150613;0700;3,09167;
150613;0800;3,15833;
150613;0900;4,16666;
150613;1000;6,35833;
150613;1100;8,08333;
150613;1200;9,63332;
150613;1300;10,9;
150613;1400;12,6;
150613;1500;12,725;
150613;1600;12,8167;
150613;1700;12,8917;
150613;1800;10,4417;
150613;1900;7,91666;
150613;2000;6,8;
150613;2100;5,95833;
150613;2200;4,39165;
150613;2300;3,675;
150614;0000;3,58333;
150614;0100;3,075;
150614;0200;2,85833;
150614;0300;1,65;
150614;0400;1,09167;
150614;0500;0,841665;
150614;0600;0,0916667;
150614;0700;-0,0416666;
150614;0800;-0,05;
150614;0900;1,70833;
150614;1000;5,80833;
150614;1100;8,52498;
150614;1200;10,15;
150614;1300;11,2917;
150614;1400;13,0917;
150614;1500;14,0917;
150614;1600;15,075;
150614;1700;14,8583;
150614;1800;11,8583;
150614;1900;7,98333;
150614;2000;7,30833;
150614;2100;5,76665;
150614;2200;4,84166;
150614;2300;3,5;
150615;0000;2,46667;
150615;0100;2,275;
150615;0200;1,64167;
150615;0300;1,09167;
150615;0400;0,366666;
150615;0500;-0,15;
150615;0600;-0,558332;
150615;0700;-0,558332;
150615;0800;-0,25;
150615;0900;2,70833;
150615;1000;7,94166;
150615;1100;10,95;
150615;1200;13,0833;
150615;1300;14,7333;
150615;1400;16,7083;
150615;1500;17,625;
150615;1600;18,575;
150615;1700;18,2583;
150615;1800;14,4167;
150615;1900;10,9;
150615;2000;8,7;
150615;2100;6,89165;
150615;2200;5,575;
150615;2300;4,825;
150616;0000;4,04166;
150616;0100;3,61666;
150616;0200;2,025;
150616;0300;1,24167;
150616;0400;0,966665;
150616;0500;0,641665;
150616;0600;1,23333;
150616;0700;2,33333;
150616;0800;0,875;
150616;0900;2,18333;
150616;1000;6,39999;
150616;1100;9,27498;
150616;1200;13,1;
150616;1300;13,9667;
150616;1400;15,3583;
150616;1500;15,8167;
150616;1600;15,9833;
150616;1700;15,0917;
150616;1800;12,3167;
150616;1900;9,87498;
150616;2000;8,48332;
150616;2100;7,90833;
150616;2200;5,95833;
150616;2300;4,325;
150617;0000;3,05833;
150617;0100;2,975;
150617;0200;2,05;
150617;0300;1,70833;
150617;0400;1;
150617;0500;0,783333;
150617;0600;0,791665;
150617;0700;0,508332;
150617;0800;-0,05;
150617;0900;2,26667;
150617;1000;6,54999;
150617;1100;9,40833;
150617;1200;11,4833;
150617;1300;12,9417;
150617;1400;14,9917;
150617;1500;15,825;
150617;1600;16,7;
150617;1700;15,7417;
150617;1800;13,1583;
150617;1900;9,37498;
150617;2000;8,49998;
150617;2100;6,89165;
150617;2200;5,73333;
150617;2300;4,45833;
150618;0000;3,60833;
150618;0100;2,86667;
150618;0200;2,45;
150618;0300;1,69167;
150618;0400;1,13333;
150618;0500;0,541665;
150618;0600;0,45;
150618;0700;0,0916666;
150618;0800;0,849998;
150618;0900;2,59167;
150618;1000;9,5;
150618;1100;12,6583;
150618;1200;15,6167;
150618;1300;18,4667;
150618;1400;21,5167;
150618;1500;22,875;
150618;1600;23,525;
150618;1700;22,0417;
150618;1800;16,5167;
150618;1900;13,1667;
150618;2000;11,8333;
150618;2100;10,4333;
150618;2200;10,0417;
150618;2300;8,62498;
150619;0000;6,80833;
150619;0100;6,68333;
150619;0200;5,30833;
150619;0300;4,48333;
150619;0400;4,00832;
150619;0500;3,44167;
150619;0600;4,2;
150619;0700;4,19166;
150619;0800;4,89165;
150619;0900;6,125;
150619;1000;8,80832;
150619;1100;12,575;
150619;1200;18;
150619;1300;21,9917;
150619;1400;23,6333;
150619;1500;24,375;
150619;1600;23,7417;
150619;1700;21,7167;
150619;1800;18,4083;
150619;1900;15,1833;
150619;2000;13,9167;
150619;2100;11,9833;
150619;2200;10,55;
150619;2300;9,39998;
150620;0000;8,42499;
150620;0100;7,575;
150620;0200;7,39999;
150620;0300;6;
150620;0400;4,96666;
150620;0500;5,425;
150620;0600;4,75;
150620;0700;5,23333;
150620;0800;3,95;
150620;0900;5,10833;
150620;1000;9,36665;
150620;1100;13,75;
150620;1200;16,3083;
150620;1300;18,2167;
150620;1400;20,0917;
150620;1500;22,2833;
150620;1600;23,075;
150620;1700;22,4333;
150620;1800;18,3667;
150620;1900;14,5417;
150620;2000;13,025;
150620;2100;11,6333;
150620;2200;10,125;
150620;2300;9,04166;
150621;0000;8,14165;
150621;0100;7,55;
150621;0200;6,76665;
150621;0300;6;
150621;0400;5,71666;
150621;0500;5,02499;
150621;0600;4,34166;
150621;0700;4,56666;
150621;0800;4,88332;
150621;0900;5,83333;
150621;1000;8,50832;
150621;1100;12,1917;
150621;1200;14,3667;
150621;1300;17,6083;
150621;1400;20,7083;
150621;1500;19,025;
150621;1600;18,3;
150621;1700;16,9417;
150621;1800;14,8417;
150621;1900;14,1333;
150621;2000;12,9833;
150621;2100;11,8;
150621;2200;10,9;
150621;2300;10,6917;
150622;0000;10,0167;
150622;0100;9,95833;
150622;0200;9,14165;
150622;0300;8,10832;
150622;0400;8,37498;
150622;0500;7,8;
150622;0600;6,39165;
150622;0700;5,73333;
150622;0800;5,34166;
150622;0900;5,24165;
150622;1000;8,15833;
150622;1100;12,125;
150622;1200;13,3667;
150622;1300;16,2667;
150622;1400;19,925;
150622;1500;19,475;
150622;1600;21,2667;
150622;1700;21,7;
150622;1800;16,6;
150622;1900;12,9583;
150622;2000;11,2417;
150622;2100;10,9833;
150622;2200;8,65833;
150622;2300;7,45833;
150623;0000;6,50832;
150623;0100;5,79166;
150623;0200;5,25;
150623;0300;4,75832;
150623;0400;5,01665;
150623;0500;4,81667;
150623;0600;4,35833;
150623;0700;5,05;
150623;0800;5,23333;
150623;0900;5,53333;
150623;1000;7,89165;
150623;1100;10,275;
150623;1200;13,6333;
150623;1300;12,9;
150623;1400;12,5583;
150623;1500;14,8667;
150623;1600;14,3667;
150623;1700;16,65;
150623;1800;13,075;
150623;1900;9,71666;
150623;2000;8,52498;
150623;2100;7,41666;
150623;2200;5,98333;
150623;2300;6,25;
150624;0000;6,54166;
150624;0100;5,25;
150624;0200;4,075;
150624;0300;3,59167;
150624;0400;3,39167;
150624;0500;2,45833;
150624;0600;2,3;
150624;0700;2,875;
150624;0800;2,98333;
150624;0900;3,19167;
150624;1000;6,725;
150624;1100;9,42499;
150624;1200;11,1333;
150624;1300;13,0333;
150624;1400;14,4083;
150624;1500;15,5167;
150624;1600;16,325;
150624;1700;15,7333;
150624;1800;13,85;
150624;1900;11,6417;
150624;2000;10,5083;
150624;2100;10,75;
150624;2200;9,72499;
150624;2300;8,66666;
150625;0000;7,65833;
150625;0100;6,03333;
150625;0200;5,45;
150625;0300;5,26665;
150625;0400;4,35833;
150625;0500;3,94166;
150625;0600;3,175;
150625;0700;3,05;
150625;0800;3,75;
150625;0900;4,10833;
150625;1000;7,89165;
150625;1100;11,6583;
150625;1200;14,2;
150625;1300;16,5;
150625;1400;18,6333;
150625;1500;19,2667;
150625;1600;19,35;
150625;1700;18,525;
150625;1800;16,0667;
150625;1900;13,0917;
150625;2000;11,4917;
150625;2100;10,1333;
150625;2200;8,99998;
150625;2300;7,80833;
150626;0000;7;
150626;0100;6,49165;
150626;0200;5,425;
150626;0300;4,86665;
150626;0400;4,5;
150626;0500;3,99167;
150626;0600;3,51667;
150626;0700;3,15;
150626;0800;3,61666;
150626;0900;4,34166;
150626;1000;9,65833;
150626;1100;12,5083;
150626;1200;16,2667;
150626;1300;18,3417;
150626;1400;20,7667;
150626;1500;21,2167;
150626;1600;21,5416;
150626;1700;21,9333;
150626;1800;17,05;
150626;1900;13,325;
150626;2000;12,6667;
150626;2100;10,6167;
150626;2200;9,46666;
150626;2300;8,50832;
150627;0000;7,2;
150627;0100;6,90833;
150627;0200;6,16666;
150627;0300;5,00832;
150627;0400;4,65833;
150627;0500;4,53333;
150627;0600;4,86665;
150627;0700;5,24165;
150627;0800;4,04166;
150627;0900;5,45833;
150627;1000;10,25;
150627;1100;13,775;
150627;1200;18,8583;
150627;1300;19,9333;
150627;1400;21,1667;
150627;1500;21,8583;
150627;1600;23,3667;
150627;1700;21,1167;
150627;1800;17,375;
150627;1900;13,9;
150627;2000;11,65;
150627;2100;10,8583;
150627;2200;10,5833;
150627;2300;9,32498;
150628;0000;7,8;
150628;0100;7,29166;
150628;0200;6,75832;
150628;0300;6,08333;
150628;0400;5,27499;
150628;0500;4,89999;
150628;0600;3,7;
150628;0700;3,50833;
150628;0800;3,35833;
150628;0900;4,58333;
150628;1000;9,88332;
150628;1100;12,7167;
150628;1200;14,7083;
150628;1300;18,15;
150628;1400;19,4333;
150628;1500;19,9333;
150628;1600;20,3667;
150628;1700;19,6167;
150628;1800;16,2417;
150628;1900;12,625;
150628;2000;10,8583;
150628;2100;10,4333;
150628;2200;8;
150628;2300;6,2;
150629;0000;4,89165;
150629;0100;4,425;
150629;0200;4;
150629;0300;3,675;
150629;0400;3,03333;
150629;0500;2,74166;
150629;0600;2,01667;
150629;0700;1,31667;
150629;0800;1,1;
150629;0900;3;
150629;1000;8,29999;
150629;1100;12,55;
150629;1200;14,9;
150629;1300;15,2917;
150629;1400;17,4583;
150629;1500;18,4917;
150629;1600;19,6333;
150629;1700;18,3083;
150629;1800;14,9833;
150629;1900;11,2917;
150629;2000;11,5083;
150629;2100;10,3417;
150629;2200;8,87498;
150629;2300;7,34166;
150630;0000;6,925;
150630;0100;5,56666;
150630;0200;5,29166;
150630;0300;4,39999;
150630;0400;3,53333;
150630;0500;4,04166;
150630;0600;4,52499;
150630;0700;5,375;
150630;0800;6,475;
150630;0900;6,04166;
150630;1000;8,84998;
150630;1100;12,525;
150630;1200;14,6833;
150630;1300;15,1083;
150630;1400;14,6167;
150630;1500;15,35;
150630;1600;17,0417;
150630;1700;16,6833;
150630;1800;15,5667;
150630;1900;12,5417;
150630;2000;10,1083;
150630;2100;9,40833;
150630;2200;8,35832;
150630;2300;7,44166;
150701;0000;6,325;
150701;0100;6;
150701;0200;5,875;
150701;0300;5,95;
150701;0400;6,28333;
150701;0500;5,96666;
150701;0600;6,38332;
150701;0700;7,04166;
150701;0800;7,14999;
150701;0900;7,78333;
150701;1000;8,74998;
150701;1100;12,4417;
150701;1200;15,1167;
150701;1300;15,925;
150701;1400;17,125;
150701;1500;17,8167;
150701;1600;16,0167;
150701;1700;;
150701;1800;;
150701;1900;;
150701;2000;;
150701;2100;;
150701;2200;;
150701;2300;;
150702;0000;;
150702;0100;;
150702;0200;;
150702;0300;;
150702;0400;;
150702;0500;;
150702;0600;;
150702;0700;;
150702;0800;;
150702;0900;;
150702;1000;;
150702;1100;;
150702;1200;;
150702;1300;;
150702;1400;;
150702;1500;;
150702;1600;;
150702;1700;;
150702;1800;;
150702;1900;;
150702;2000;;
150702;2100;;
150702;2200;;
150702;2300;;
150703;0000;;
150703;0100;;
150703;0200;;
150703;0300;;
150703;0400;;
150703;0500;;
150703;0600;;
150703;0700;;
150703;0800;;
150703;0900;;
150703;1000;;
150703;1100;;
150703;1200;;
150703;1300;;
150703;1400;18,525;
150703;1500;19,55;
150703;1600;20,3083;
150703;1700;19,975;
150703;1800;16,0833;
150703;1900;12,0667;
150703;2000;10,7167;
150703;2100;8,90833;
150703;2200;7,29166;
150703;2300;6,45833;
150704;0000;5,45;
150704;0100;4,51665;
150704;0200;3,61667;
150704;0300;2,6;
150704;0400;2;
150704;0500;1,675;
150704;0600;1,29167;
150704;0700;1,71667;
150704;0800;2,41667;
150704;0900;3,78333;
150704;1000;8,38332;
150704;1100;14,4083;
150704;1200;16,9167;
150704;1300;17,7583;
150704;1400;19,2333;
150704;1500;19,725;
150704;1600;19,1083;
150704;1700;17,75;
150704;1800;14,6583;
150704;1900;10,475;
150704;2000;9,22498;
150704;2100;9,22498;
150704;2200;8,63332;
150704;2300;8,80832;
150705;0000;7,31667;
150705;0100;7,13332;
150705;0200;6,6;
150705;0300;6,48333;
150705;0400;6,80833;
150705;0500;6,36665;
150705;0600;6,18333;
150705;0700;6,35833;
150705;0800;5,98333;
150705;0900;6,55833;
150705;1000;8,92499;
150705;1100;10,625;
150705;1200;11,9667;
150705;1300;11,1;
150705;1400;10,2667;
150705;1500;10,4583;
150705;1600;9,23332;
150705;1700;9,24165;
150705;1800;9,53333;
150705;1900;8,625;
150705;2000;7,23333;
150705;2100;7,78333;
150705;2200;6,03333;
150705;2300;5,95833;
150706;0000;6,66666;
150706;0100;5,01665;
150706;0200;4,5;
150706;0300;3,90833;
150706;0400;3,95;
150706;0500;3,69166;
150706;0600;3,9;
150706;0700;4,14165;
150706;0800;4,39999;
150706;0900;4,975;
150706;1000;7,04166;
150706;1100;8,33333;
150706;1200;9,95833;
150706;1300;10,1083;
150706;1400;11,725;
150706;1500;11,8417;
150706;1600;11,5;
150706;1700;11,175;
150706;1800;10,6167;
150706;1900;9,84998;
150706;2000;8,99998;
150706;2100;8,45833;
150706;2200;7,70833;
150706;2300;6,675;
150707;0000;5,50832;
150707;0100;5,05;
150707;0200;4,725;
150707;0300;4,14165;
150707;0400;3,325;
150707;0500;3,075;
150707;0600;2,59167;
150707;0700;2,69166;
150707;0800;2,55;
150707;0900;4,41666;
150707;1000;7,91666;
150707;1100;10,7417;
150707;1200;13,9667;
150707;1300;15,8333;
150707;1400;18,6333;
150707;1500;19,9583;
150707;1600;19,75;
150707;1700;18,9417;
150707;1800;15,8417;
150707;1900;13,05;
150707;2000;11,5083;
150707;2100;10,575;
150707;2200;9,29166;
150707;2300;8,69165;
150708;0000;7,725;
150708;0100;7,00832;
150708;0200;6,78333;
150708;0300;7,475;
150708;0400;6,95;
150708;0500;6,77499;
150708;0600;6,7;
150708;0700;6,81666;
150708;0800;7,06666;
150708;0900;8,82498;
150708;1000;9,09166;
150708;1100;9,17499;
150708;1200;10,325;
150708;1300;12,2917;
150708;1400;13,4917;
150708;1500;14,2583;
150708;1600;14,65;
150708;1700;13,9167;
150708;1800;12,4917;
150708;1900;11,4667;
150708;2000;11,8417;
150708;2100;10,8917;
150708;2200;10,6417;
150708;2300;10,8833;
150709;0000;10,075;
150709;0100;9,63332;
150709;0200;10,275;
150709;0300;11,0917;
150709;0400;9,45;
150709;0500;9,40833;
150709;0600;9,70833;
150709;0700;10,3667;
150709;0800;10,5667;
150709;0900;9,33333;
150709;1000;11,7833;
150709;1100;13,9833;
150709;1200;15,6167;
150709;1300;15,8333;
150709;1400;15,3833;
150709;1500;15,1083;
150709;1600;14,5417;
150709;1700;13,8833;
150709;1800;12,85;
150709;1900;12,275;
150709;2000;11,55;
150709;2100;11,4083;
150709;2200;11,325;
150709;2300;11,2417;
150710;0000;11,15;
150710;0100;10,475;
150710;0200;9,59166;
150710;0300;9,29999;
150710;0400;9,59999;
150710;0500;9,71666;
150710;0600;9,34166;
150710;0700;9,50832;
150710;0800;9,24165;
150710;0900;9,42499;
150710;1000;10,6083;
150710;1100;11,0917;
150710;1200;11,625;
150710;1300;11,4917;
150710;1400;12,0833;
150710;1500;12,125;
150710;1600;12,0583;
150710;1700;12,2833;
150710;1800;11,675;
150710;1900;11,0833;
150710;2000;11,4333;
150710;2100;10,9583;
150710;2200;10,5833;
150710;2300;10,9333;
150711;0000;11,4;
150711;0100;10,475;
150711;0200;10,1;
150711;0300;9,83333;
150711;0400;9,47498;
150711;0500;9,41666;
150711;0600;9,61665;
150711;0700;8,97498;
150711;0800;9,15833;
150711;0900;9,00832;
150711;1000;9,27498;
150711;1100;10,1667;
150711;1200;10,8667;
150711;1300;11,1333;
150711;1400;10,9417;
150711;1500;10,9833;
150711;1600;11,05;
150711;1700;10,825;
150711;1800;10,1083;
150711;1900;9,51665;
150711;2000;9,14998;
150711;2100;8,99165;
150711;2200;8,34999;
150711;2300;8,18332;
150712;0000;8,91666;
150712;0100;9,58333;
150712;0200;9,87498;
150712;0300;10,9667;
150712;0400;11,75;
150712;0500;12,5167;
150712;0600;9,94998;
150712;0700;8,72498;
150712;0800;8,75;
150712;0900;7,94999;
150712;1000;9,74998;
150712;1100;11,4;
150712;1200;11,5583;
150712;1300;12,4583;
150712;1400;10,9;
150712;1500;10,5083;
150712;1600;8,72498;
150712;1700;8,15833;
150712;1800;7,70833;
150712;1900;7,01665;
150712;2000;6,66666;
150712;2100;6,71666;
150712;2200;6,52499;
150712;2300;6,25;
150713;0000;6,11665;
150713;0100;6,06666;
150713;0200;5,75;
150713;0300;5,54166;
150713;0400;5,53333;
150713;0500;5,56667;
150713;0600;5,31666;
150713;0700;5,03333;
150713;0800;4,83333;
150713;0900;5,14999;
150713;1000;5,53333;
150713;1100;6,00832;
150713;1200;6,73333;
150713;1300;8,27498;
150713;1400;9,02498;
150713;1500;8,46666;
150713;1600;8,54999;
150713;1700;8,64998;
150713;1800;7,65833;
150713;1900;6,35;
150713;2000;6,15833;
150713;2100;6,175;
150713;2200;5,225;
150713;2300;4,30833;
150714;0000;4,1;
150714;0100;3,06666;
150714;0200;2,05;
150714;0300;1,83333;
150714;0400;1,425;
150714;0500;1,125;
150714;0600;0,724999;
150714;0700;0,716665;
150714;0800;0,541665;
150714;0900;1,95833;
150714;1000;5,85;
150714;1100;7,77499;
150714;1200;8,89999;
150714;1300;10,1833;
150714;1400;11,7417;
150714;1500;12,5583;
150714;1600;13,025;
150714;1700;13,1833;
150714;1800;11,1917;
150714;1900;8,29166;
150714;2000;6,77499;
150714;2100;5,79166;
150714;2200;4,64165;
150714;2300;4,54166;
150715;0000;3,41667;
150715;0100;2,925;
150715;0200;2,15833;
150715;0300;1,69167;
150715;0400;1,73333;
150715;0500;2,475;
150715;0600;3,01667;
150715;0700;3,15833;
150715;0800;3,74167;
150715;0900;3,49167;
150715;1000;4,35833;
150715;1100;5,85833;
150715;1200;7,175;
150715;1300;8,58333;
150715;1400;9,71666;
150715;1500;9,64998;
150715;1600;8,98332;
150715;1700;8,7;
150715;1800;8,09166;
150715;1900;7,27499;
150715;2000;6,475;
150715;2100;5,79166;
150715;2200;5,95;
150715;2300;5,38332;
150716;0000;4,80833;
150716;0100;4,39999;
150716;0200;4,52499;
150716;0300;4,53333;
150716;0400;4,06667;
150716;0500;4,21666;
150716;0600;4,18333;
150716;0700;4,01665;
150716;0800;3,45833;
150716;0900;3,71667;
150716;1000;8,23332;
150716;1100;9,40833;
150716;1200;11,3417;
150716;1300;13,5;
150716;1400;14,7833;
150716;1500;15,4;
150716;1600;16,3667;
150716;1700;16,75;
150716;1800;14,1;
150716;1900;10,525;
150716;2000;9,69998;
150716;2100;9,61665;
150716;2200;7,64165;
150716;2300;6,55833;
150717;0000;6,00832;
150717;0100;5,61665;
150717;0200;4,25832;
150717;0300;4,425;
150717;0400;4,00832;
150717;0500;4,11665;
150717;0600;4,2;
150717;0700;4,55833;
150717;0800;5,24165;
150717;0900;5,675;
150717;1000;6,95833;
150717;1100;10,4667;
150717;1200;13,125;
150717;1300;15,825;
150717;1400;17,5417;
150717;1500;17,35;
150717;1600;16,425;
150717;1700;14,9;
150717;1800;12,7917;
150717;1900;11,2333;
150717;2000;9,79166;
150717;2100;8,48332;
150717;2200;7,3;
150717;2300;5,94166;
150718;0000;5,49165;
150718;0100;5,725;
150718;0200;6,02499;
150718;0300;4,30833;
150718;0400;3,83333;
150718;0500;3,025;
150718;0600;2,65833;
150718;0700;2,35;
150718;0800;1,98333;
150718;0900;3,18333;
150718;1000;7,975;
150718;1100;9,34166;
150718;1200;10,8667;
150718;1300;12,275;
150718;1400;12,9667;
150718;1500;12,3583;
150718;1600;11,9583;
150718;1700;12,7167;
150718;1800;12,85;
150718;1900;11,0583;
150718;2000;10,0083;
150718;2100;9,36665;
150718;2200;8,44998;
150718;2300;7,85833;
150719;0000;7,36665;
150719;0100;7,14165;
150719;0200;6,53333;
150719;0300;6,48333;
150719;0400;4,86665;
150719;0500;3,95833;
150719;0600;4,7;
150719;0700;5,38332;
150719;0800;5,29166;
150719;0900;5,575;
150719;1000;6,35833;
150719;1100;6,18333;
150719;1200;5,80833;
150719;1300;6,14165;
150719;1400;7,40833;
150719;1500;7,84166;
150719;1600;8,61665;
150719;1700;9,19998;
150719;1800;8,72498;
150719;1900;7,825;
150719;2000;6,6;
150719;2100;6,24165;
150719;2200;4,99165;
150719;2300;4,35833;
150720;0000;2,95;
150720;0100;2,01667;
150720;0200;1,25;
150720;0300;1,00833;
150720;0400;0,391666;
150720;0500;0,325;
150720;0600;0,166667;
150720;0700;-0,283333;
150720;0800;-0,45;
150720;0900;0,741666;
150720;1000;4,90833;
150720;1100;7,29166;
150720;1200;9,13332;
150720;1300;10,6583;
150720;1400;12,2;
150720;1500;13,2917;
150720;1600;14,325;
150720;1700;14,1417;
150720;1800;12,2917;
150720;1900;8,77498;
150720;2000;7,02499;
150720;2100;6,45833;
150720;2200;5,05833;
150720;2300;4,29166;
150721;0000;3,14166;
150721;0100;2,39167;
150721;0200;1,76667;
150721;0300;1,30833;
150721;0400;0,633332;
150721;0500;0,225;
150721;0600;0,225;
150721;0700;-0,0833331;
150721;0800;1,00833;
150721;0900;1,98333;
150721;1000;5,21666;
150721;1100;6,94166;
150721;1200;8,11665;
150721;1300;9,08333;
150721;1400;10,875;
150721;1500;14,0417;
150721;1600;15,0167;
150721;1700;16,0083;
150721;1800;13,4333;
150721;1900;9,29166;
150721;2000;8,48332;
150721;2100;7,18333;
150721;2200;5,03333;
150721;2300;4,675;
