FECHA (YYMMDD);HORA (HHMM);;
150502;2300;10,8167;
150503;0000;10,575;
150503;0100;9,90833;
150503;0200;9,32498;
150503;0300;9,00832;
150503;0400;9,02499;
150503;0500;8,79166;
150503;0600;7,71666;
150503;0700;6,825;
150503;0800;6,49165;
150503;0900;8,54999;
150503;1000;11,1917;
150503;1100;13,975;
150503;1200;15,8333;
150503;1300;17,3583;
150503;1400;18,75;
150503;1500;20,0833;
150503;1600;20,6583;
150503;1700;20,7417;
150503;1800;19,6;
150503;1900;16,425;
150503;2000;14,425;
150503;2100;13,0917;
150503;2200;11,9333;
150503;2300;11,0417;
150504;0000;10,3083;
150504;0100;9,57498;
150504;0200;8,56665;
150504;0300;7,70833;
150504;0400;6,79166;
150504;0500;6,10833;
150504;0600;5,78333;
150504;0700;5,46666;
150504;0800;5,65833;
150504;0900;9,29166;
150504;1000;13,6583;
150504;1100;16,6083;
150504;1200;18,6583;
150504;1300;20,6667;
150504;1400;22,1667;
150504;1500;22,7;
150504;1600;21,85;
150504;1700;21,225;
150504;1800;19,7583;
150504;1900;17,7083;
150504;2000;16,2667;
150504;2100;14,9917;
150504;2200;14,3917;
150504;2300;13,25;
150505;0000;11,4583;
150505;0100;10,4833;
150505;0200;9,54166;
150505;0300;8,72498;
150505;0400;7,95;
150505;0500;7,6;
150505;0600;7,20833;
150505;0700;6,49165;
150505;0800;6,14165;
150505;0900;9,16666;
150505;1000;13,4333;
150505;1100;15,8917;
150505;1200;19,1167;
150505;1300;20,4917;
150505;1400;21,7583;
150505;1500;22,7667;
150505;1600;23,3;
150505;1700;23,1417;
150505;1800;21,1417;
150505;1900;17,9583;
150505;2000;16,2583;
150505;2100;14,8167;
150505;2200;13,225;
150505;2300;12,5333;
150506;0000;11,2667;
150506;0100;10,1333;
150506;0200;9,56665;
150506;0300;8,78333;
150506;0400;7,98333;
150506;0500;6,89999;
150506;0600;6,74165;
150506;0700;6,30833;
150506;0800;6,3;
150506;0900;8,42499;
150506;1000;12,7667;
150506;1100;17,0417;
150506;1200;21,1667;
150506;1300;23,4917;
150506;1400;25,2917;
150506;1500;25,8833;
150506;1600;26,4917;
150506;1700;26,1667;
150506;1800;23,6833;
150506;1900;19,775;
150506;2000;17,6083;
150506;2100;16,5083;
150506;2200;15,7167;
150506;2300;13,8667;
150507;0000;13,6833;
150507;0100;13,1167;
150507;0200;12,425;
150507;0300;12,1417;
150507;0400;11,8083;
150507;0500;11,5417;
150507;0600;11,6083;
150507;0700;11,6083;
150507;0800;12,375;
150507;0900;12,9083;
150507;1000;13,7667;
150507;1100;16,2333;
150507;1200;20,175;
150507;1300;20,5083;
150507;1400;20,775;
150507;1500;19,625;
150507;1600;19,8;
150507;1700;19,35;
150507;1800;17,5667;
150507;1900;15,7667;
150507;2000;14,3417;
150507;2100;13,2583;
150507;2200;12,2833;
150507;2300;11,775;
150508;0000;11,5;
150508;0100;11,0417;
150508;0200;10,5583;
150508;0300;10,0417;
150508;0400;9,875;
150508;0500;9,36665;
150508;0600;9,19998;
150508;0700;9,26665;
150508;0800;9,24998;
150508;0900;10,0833;
150508;1000;11,975;
150508;1100;12,2167;
150508;1200;13,3167;
150508;1300;14,9167;
150508;1400;15,4417;
150508;1500;15,3167;
150508;1600;14,0667;
150508;1700;13,85;
150508;1800;14,25;
150508;1900;13,475;
150508;2000;12,3583;
150508;2100;11,2917;
150508;2200;10,9333;
150508;2300;9,96666;
150509;0000;8,90833;
150509;0100;8,46666;
150509;0200;7,625;
150509;0300;6,93333;
150509;0400;6,48333;
150509;0500;6,52499;
150509;0600;6,05833;
150509;0700;5,88332;
150509;0800;5,64165;
150509;0900;7,64999;
150509;1000;11;
150509;1100;13,275;
150509;1200;16,1333;
150509;1300;18,1333;
150509;1400;19,2583;
150509;1500;19,975;
150509;1600;20,5;
150509;1700;20,525;
150509;1800;19,2;
150509;1900;16,1667;
150509;2000;14,6667;
150509;2100;13,2083;
150509;2200;12,575;
150509;2300;11,3917;
150510;0000;10,3083;
150510;0100;9,47498;
150510;0200;8,73332;
150510;0300;7,88332;
150510;0400;7,35;
150510;0500;6,575;
150510;0600;5,88332;
150510;0700;5,825;
150510;0800;5,23333;
150510;0900;8,54166;
150510;1000;11,3583;
150510;1100;15,7667;
150510;1200;18,6833;
150510;1300;21,825;
150510;1400;23,3;
150510;1500;24,4417;
150510;1600;25,45;
150510;1700;25,0417;
150510;1800;22,75;
150510;1900;19,3917;
150510;2000;17,0583;
150510;2100;15,4833;
150510;2200;13,9667;
150510;2300;12,6167;
150511;0000;11,9917;
150511;0100;10,9333;
150511;0200;9,51665;
150511;0300;8,70833;
150511;0400;8,18332;
150511;0500;7,26665;
150511;0600;6,31666;
150511;0700;6,65833;
150511;0800;6;
150511;0900;8,375;
150511;1000;13,55;
150511;1100;17,8583;
150511;1200;19,475;
150511;1300;21,8833;
150511;1400;24,4083;
150511;1500;23,5333;
150511;1600;23,4333;
150511;1700;21,9667;
150511;1800;20,3583;
150511;1900;18,8083;
150511;2000;17,3333;
150511;2100;15,8667;
150511;2200;14,5333;
150511;2300;13,5917;
150512;0000;12,2833;
150512;0100;11,7667;
150512;0200;9,85832;
150512;0300;9,02499;
150512;0400;8,69165;
150512;0500;7,81666;
150512;0600;7,075;
150512;0700;6,83333;
150512;0800;6,84166;
150512;0900;8,26665;
150512;1000;10,9;
150512;1100;15,275;
150512;1200;17,1333;
150512;1300;18,25;
150512;1400;18,4833;
150512;1500;18,6667;
150512;1600;18,8083;
150512;1700;18,875;
150512;1800;17,7833;
150512;1900;15,9583;
150512;2000;14,6;
150512;2100;13,4167;
150512;2200;12,2833;
150512;2300;11,3167;
150513;0000;9,66666;
150513;0100;8,99165;
150513;0200;8,23332;
150513;0300;7,92499;
150513;0400;6,83333;
150513;0500;6,75832;
150513;0600;6,63332;
150513;0700;5,175;
150513;0800;5,38332;
150513;0900;8,45833;
150513;1000;12,8417;
150513;1100;15,525;
150513;1200;18,2333;
150513;1300;19,8916;
150513;1400;21,7833;
150513;1500;22,8167;
150513;1600;22,8583;
150513;1700;22,325;
150513;1800;20,2833;
150513;1900;17,2583;
150513;2000;15,625;
150513;2100;14,2917;
150513;2200;13,2833;
150513;2300;11,3583;
150514;0000;10,7417;
150514;0100;9,28333;
150514;0200;8,66666;
150514;0300;8,28333;
150514;0400;7,03333;
150514;0500;6,675;
150514;0600;6,03333;
150514;0700;5,55;
150514;0800;5,51665;
150514;0900;7,375;
150514;1000;10,9583;
150514;1100;15,4333;
150514;1200;18,125;
150514;1300;21,125;
150514;1400;22,1083;
150514;1500;23,075;
150514;1600;22,8;
150514;1700;21,4;
150514;1800;18,7333;
150514;1900;16,525;
150514;2000;14,8833;
150514;2100;13,5917;
150514;2200;13,0083;
150514;2300;12,3583;
150515;0000;11,625;
150515;0100;11,375;
150515;0200;10,95;
150515;0300;10,175;
150515;0400;10,05;
150515;0500;9,88332;
150515;0600;9,24165;
150515;0700;8,41666;
150515;0800;8,22498;
150515;0900;9,28333;
150515;1000;13,6417;
150515;1100;16,0667;
150515;1200;18,2167;
150515;1300;19,8;
150515;1400;21,4083;
150515;1500;21,9917;
150515;1600;22,025;
150515;1700;21,4833;
150515;1800;19,3333;
150515;1900;16,6667;
150515;2000;15,075;
150515;2100;13,75;
150515;2200;12,7917;
150515;2300;11,9333;
150516;0000;10,4833;
150516;0100;10,0917;
150516;0200;9,11665;
150516;0300;8,60832;
150516;0400;7,36665;
150516;0500;6,55;
150516;0600;5,94166;
150516;0700;5,64999;
150516;0800;5,925;
150516;0900;7,225;
150516;1000;11,9167;
150516;1100;16,6833;
150516;1200;19,375;
150516;1300;21,0917;
150516;1400;22,0417;
150516;1500;22,85;
150516;1600;23,3;
150516;1700;23,3417;
150516;1800;21,0083;
150516;1900;18,0667;
150516;2000;16,0083;
150516;2100;14,1917;
150516;2200;13,7083;
150516;2300;12,625;
150517;0000;12,0083;
150517;0100;10,6667;
150517;0200;9,19998;
150517;0300;8,67499;
150517;0400;7,96666;
150517;0500;6,91666;
150517;0600;6,8;
150517;0700;5,84166;
150517;0800;5,14999;
150517;0900;7,6;
150517;1000;12,1833;
150517;1100;16,0167;
150517;1200;17,8417;
150517;1300;19,9;
150517;1400;21,5583;
150517;1500;22,4083;
150517;1600;21,1917;
150517;1700;19,0333;
150517;1800;17,1333;
150517;1900;15,025;
150517;2000;13,8;
150517;2100;12,8417;
150517;2200;12,1083;
150517;2300;11,0333;
150518;0000;10,15;
150518;0100;9,375;
150518;0200;8,30832;
150518;0300;8,34166;
150518;0400;7,65833;
150518;0500;6,75;
150518;0600;6,45833;
150518;0700;6,66666;
150518;0800;6,13332;
150518;0900;7,92499;
150518;1000;12,975;
150518;1100;16,9417;
150518;1200;18,6917;
150518;1300;21,1417;
150518;1400;23,6083;
150518;1500;25,4333;
150518;1600;26,175;
150518;1700;25,9917;
150518;1800;23,6583;
150518;1900;20,125;
150518;2000;18,3167;
150518;2100;16,5667;
150518;2200;15,9083;
150518;2300;13,8667;
150519;0000;13,2167;
150519;0100;12,3667;
150519;0200;11,7917;
150519;0300;10,675;
150519;0400;10,0583;
150519;0500;9,03333;
150519;0600;8,98332;
150519;0700;8,46666;
150519;0800;8,24165;
150519;0900;11,2917;
150519;1000;15,3167;
150519;1100;20,05;
150519;1200;23,325;
150519;1300;27,425;
150519;1400;29,9917;
150519;1500;30,55;
150519;1600;29,6833;
150519;1700;25,5417;
150519;1800;21,2;
150519;1900;18,1;
150519;2000;15,025;
150519;2100;12,2917;
150519;2200;10,45;
150519;2300;9,54999;
150520;0000;9,11665;
150520;0100;8,98332;
150520;0200;8,93332;
150520;0300;8,84998;
150520;0400;8,97498;
150520;0500;9,18332;
150520;0600;9,28331;
150520;0700;9,34166;
150520;0800;9,44165;
150520;0900;9,73332;
150520;1000;9,65833;
150520;1100;10,5583;
150520;1200;11,9917;
150520;1300;13,6667;
150520;1400;15,6667;
150520;1500;16,2917;
150520;1600;15,9417;
150520;1700;16,1417;
150520;1800;14,9333;
150520;1900;13,7167;
150520;2000;12,9333;
150520;2100;11,625;
150520;2200;10,775;
150520;2300;10,1333;
150521;0000;9,80832;
150521;0100;9,51665;
150521;0200;8,86665;
150521;0300;8,58333;
150521;0400;8,28333;
150521;0500;7,95;
150521;0600;7,55;
150521;0700;6,88332;
150521;0800;6,81666;
150521;0900;7,79166;
150521;1000;10,4833;
150521;1100;13,65;
150521;1200;14,6;
150521;1300;15,9333;
150521;1400;17,4;
150521;1500;18,2583;
150521;1600;18,175;
150521;1700;17,325;
150521;1800;15,7417;
150521;1900;14,3083;
150521;2000;13,2083;
150521;2100;12,0583;
150521;2200;11,5333;
150521;2300;10,725;
150522;0000;9,72498;
150522;0100;9,14999;
150522;0200;8,59166;
150522;0300;8,44998;
150522;0400;7,14165;
150522;0500;6,8;
150522;0600;6,29166;
150522;0700;6,15833;
150522;0800;5,93333;
150522;0900;7,00832;
150522;1000;8,95833;
150522;1100;11,0417;
150522;1200;12,8417;
150522;1300;14,2917;
150522;1400;15,2;
150522;1500;15,1917;
150522;1600;15,075;
150522;1700;13,9;
150522;1800;12,9083;
150522;1900;12,1667;
150522;2000;11,6167;
150522;2100;10,8;
150522;2200;9,94998;
150522;2300;9,05832;
150523;0000;8,49165;
150523;0100;7,76665;
150523;0200;8,02498;
150523;0300;8,13332;
150523;0400;8,45833;
150523;0500;8,59998;
150523;0600;8,56665;
150523;0700;8,71666;
150523;0800;8,90833;
150523;0900;9,26665;
150523;1000;9,33333;
150523;1100;10,1333;
150523;1200;10,7917;
150523;1300;11,7583;
150523;1400;13,125;
150523;1500;15,0833;
150523;1600;15,3167;
150523;1700;14,9667;
150523;1800;13,1833;
150523;1900;11,35;
150523;2000;10,2;
150523;2100;9,10832;
150523;2200;8,54999;
150523;2300;8,125;
150524;0000;6,71666;
150524;0100;5,85833;
150524;0200;5,27499;
150524;0300;5,06666;
150524;0400;4,26665;
150524;0500;3,325;
150524;0600;2,78333;
150524;0700;2,475;
150524;0800;2,025;
150524;0900;3,59166;
150524;1000;8,39165;
150524;1100;10,5583;
150524;1200;12,8167;
150524;1300;14,175;
150524;1400;15,3667;
150524;1500;16,3167;
150524;1600;16,85;
150524;1700;16,5417;
150524;1800;14,3583;
150524;1900;11,9333;
150524;2000;10,275;
150524;2100;9,125;
150524;2200;8,41666;
150524;2300;7,30833;
150525;0000;6,3;
150525;0100;5,125;
150525;0200;4,28333;
150525;0300;3,48333;
150525;0400;2,95833;
150525;0500;2,55;
150525;0600;1,625;
150525;0700;1,46667;
150525;0800;1,5;
150525;0900;2,36667;
150525;1000;4,89999;
150525;1100;6,94166;
150525;1200;10,5083;
150525;1300;12,2833;
150525;1400;12,8167;
150525;1500;13,7583;
150525;1600;13,5083;
150525;1700;13,0417;
150525;1800;11,8167;
150525;1900;10,85;
150525;2000;10,125;
150525;2100;9,44165;
150525;2200;8,89998;
150525;2300;8,15831;
150526;0000;7,5;
150526;0100;6,83333;
150526;0200;6,34166;
150526;0300;5,625;
150526;0400;5,48333;
150526;0500;5,16666;
150526;0600;3,78333;
150526;0700;3,14166;
150526;0800;3,025;
150526;0900;4,34167;
150526;1000;7,01665;
150526;1100;9,26665;
150526;1200;12,325;
150526;1300;14,7917;
150526;1400;16,7917;
150526;1500;17,4833;
150526;1600;17,175;
150526;1700;16,05;
150526;1800;14,0083;
150526;1900;11,8333;
150526;2000;10,3167;
150526;2100;9,25832;
150526;2200;8,50832;
150526;2300;7,3;
150527;0000;6,65833;
150527;0100;5,725;
150527;0200;5;
150527;0300;4,34166;
150527;0400;3,925;
150527;0500;3,84167;
150527;0600;3,49167;
150527;0700;3,23333;
150527;0800;2,89166;
150527;0900;5,08333;
150527;1000;10,325;
150527;1100;13,1917;
150527;1200;15,4167;
150527;1300;18,7583;
150527;1400;21,4;
150527;1500;23,475;
150527;1600;23,4917;
150527;1700;22,5583;
150527;1800;20,0083;
150527;1900;16,9833;
150527;2000;15,3333;
150527;2100;13,9167;
150527;2200;12,9;
150527;2300;11,4917;
150528;0000;10,8167;
150528;0100;9,87498;
150528;0200;9,05832;
150528;0300;8,14998;
150528;0400;8,46666;
150528;0500;7,66666;
150528;0600;7,28333;
150528;0700;7,35833;
150528;0800;7,55833;
150528;0900;8,33333;
150528;1000;10,2583;
150528;1100;12,9;
150528;1200;14,5;
150528;1300;15,5417;
150528;1400;16,95;
150528;1500;17,4583;
150528;1600;17,1833;
150528;1700;16,55;
150528;1800;15,125;
150528;1900;13,65;
150528;2000;12,7833;
150528;2100;11,6333;
150528;2200;10,675;
150528;2300;10,975;
150529;0000;10,35;
150529;0100;9,79999;
150529;0200;10,0917;
150529;0300;10,1833;
150529;0400;10,3;
150529;0500;9,16666;
150529;0600;8,99165;
150529;0700;8,70833;
150529;0800;8,18332;
150529;0900;9,14999;
150529;1000;12,7083;
150529;1100;15,75;
150529;1200;17,3333;
150529;1300;18,0583;
150529;1400;19,0583;
150529;1500;19,5417;
150529;1600;19,0667;
150529;1700;18,4417;
150529;1800;16,5083;
150529;1900;14,4167;
150529;2000;13,05;
150529;2100;12,1917;
150529;2200;11,4417;
150529;2300;10,15;
150530;0000;9,14165;
150530;0100;8,55832;
150530;0200;8,10832;
150530;0300;7,175;
150530;0400;6,73333;
150530;0500;5,64165;
150530;0600;5,14999;
150530;0700;4,96666;
150530;0800;6,68333;
150530;0900;7,24165;
150530;1000;8,44165;
150530;1100;10,3083;
150530;1200;12,075;
150530;1300;14,375;
150530;1400;15,725;
150530;1500;15,975;
150530;1600;15,6167;
150530;1700;14,7333;
150530;1800;13,275;
150530;1900;11,7583;
150530;2000;10,6833;
150530;2100;9,86665;
150530;2200;9,40833;
150530;2300;8,64165;
150531;0000;7,30833;
150531;0100;7,25832;
150531;0200;6,725;
150531;0300;5,45833;
150531;0400;4,53333;
150531;0500;4,49165;
150531;0600;3,78333;
150531;0700;4,14999;
150531;0800;4,77499;
150531;0900;4,3;
150531;1000;6,09166;
150531;1100;8,30832;
150531;1200;10,1833;
150531;1300;11,5417;
150531;1400;14,6167;
150531;1500;16,7;
150531;1600;17,5333;
150531;1700;17,1833;
150531;1800;14,9583;
150531;1900;12,3083;
150531;2000;10,4833;
150531;2100;9,76665;
150531;2200;8,78333;
150531;2300;8,05832;
150601;0000;7,53333;
150601;0100;6,89999;
150601;0200;7,075;
150601;0300;6,81666;
150601;0400;6,8;
150601;0500;7,18333;
150601;0600;7,75832;
150601;0700;7,23333;
150601;0800;6,94166;
150601;0900;7,83333;
150601;1000;9,79999;
150601;1100;10,8083;
150601;1200;12,8917;
150601;1300;13,4583;
150601;1400;13,525;
150601;1500;13,725;
150601;1600;13,5083;
150601;1700;13,275;
150601;1800;13,1833;
150601;1900;11,8583;
150601;2000;11;
150601;2100;10,8083;
150601;2200;10,7417;
150601;2300;10,0833;
150602;0000;9,10832;
150602;0100;8,94998;
150602;0200;8;
150602;0300;7,7;
150602;0400;6,86665;
150602;0500;6,7;
150602;0600;6,08333;
150602;0700;5,88332;
150602;0800;6,10833;
150602;0900;7,33333;
150602;1000;9,29166;
150602;1100;13,5583;
150602;1200;17,1417;
150602;1300;18,4333;
150602;1400;19,1583;
150602;1500;20,2167;
150602;1600;19,75;
150602;1700;18,9417;
150602;1800;16,9083;
150602;1900;15,15;
150602;2000;14,1083;
150602;2100;13,5333;
150602;2200;12,6167;
150602;2300;12,025;
150603;0000;11,125;
150603;0100;10,35;
150603;0200;9,54999;
150603;0300;8,62498;
150603;0400;7,94166;
150603;0500;8,05832;
150603;0600;7,475;
150603;0700;7,58333;
150603;0800;7,95833;
150603;0900;8,11665;
150603;1000;10,4333;
150603;1100;11,3833;
150603;1200;14,8583;
150603;1300;18,5083;
150603;1400;21,0583;
150603;1500;20,6917;
150603;1600;20,6917;
150603;1700;20,2167;
150603;1800;18,4417;
150603;1900;16,1083;
150603;2000;14,6667;
150603;2100;13,2917;
150603;2200;12,275;
150603;2300;11,425;
150604;0000;10,6917;
150604;0100;10,2917;
150604;0200;9,81665;
150604;0300;9,59166;
150604;0400;9,54166;
150604;0500;9,125;
150604;0600;8,84998;
150604;0700;8,92499;
150604;0800;9,05832;
150604;0900;9,35832;
150604;1000;10,9833;
150604;1100;13,4917;
150604;1200;14,375;
150604;1300;16,1;
150604;1400;17,175;
150604;1500;17,1;
150604;1600;17,4917;
150604;1700;16,95;
150604;1800;15,7667;
150604;1900;14,2167;
150604;2000;13,0333;
150604;2100;12,5167;
150604;2200;12,175;
150604;2300;11,7083;
150605;0000;10,6;
150605;0100;10,075;
150605;0200;8,88332;
150605;0300;9,24165;
150605;0400;8,29999;
150605;0500;6,3;
150605;0600;5,23333;
150605;0700;5,36665;
150605;0800;4,81666;
150605;0900;6,26665;
150605;1000;11,1667;
150605;1100;14,8;
150605;1200;17,7917;
150605;1300;19,05;
150605;1400;19,4917;
150605;1500;20,1333;
150605;1600;20,375;
150605;1700;19,8083;
150605;1800;17,5583;
150605;1900;15,4083;
150605;2000;14,1583;
150605;2100;13,575;
150605;2200;12,2667;
150605;2300;10,3833;
150606;0000;9,74165;
150606;0100;9,01665;
150606;0200;7,925;
150606;0300;7,24165;
150606;0400;6,78333;
150606;0500;6,48333;
150606;0600;6,35833;
150606;0700;5,425;
150606;0800;5,96666;
150606;0900;7,74165;
150606;1000;11,95;
150606;1100;15,0167;
150606;1200;16,8083;
150606;1300;17,8;
150606;1400;17,875;
150606;1500;17,8833;
150606;1600;17,6;
150606;1700;16,875;
150606;1800;15,1;
150606;1900;13,5417;
150606;2000;13,1833;
150606;2100;13,35;
150606;2200;13,35;
150606;2300;13,0917;
150607;0000;12,65;
150607;0100;11,6667;
150607;0200;10,4667;
150607;0300;9,44998;
150607;0400;8,92499;
150607;0500;8,56665;
150607;0600;7,85833;
150607;0700;7,375;
150607;0800;6,94166;
150607;0900;7,94166;
150607;1000;9,79999;
150607;1100;11,45;
150607;1200;13,8833;
150607;1300;16,7167;
150607;1400;18,3833;
150607;1500;20,5167;
150607;1600;20,675;
150607;1700;19,5833;
150607;1800;17,4583;
150607;1900;14,8;
150607;2000;13,325;
150607;2100;11,925;
150607;2200;10,9083;
150607;2300;10,3;
150608;0000;8,53333;
150608;0100;7,65833;
150608;0200;7,76665;
150608;0300;6,59166;
150608;0400;6,21666;
150608;0500;7,68333;
150608;0600;7,00832;
150608;0700;5,69166;
150608;0800;5,2;
150608;0900;7,66666;
150608;1000;11,0667;
150608;1100;13,2;
150608;1200;15,7833;
150608;1300;18,1167;
150608;1400;19,1417;
150608;1500;19,275;
150608;1600;19,7083;
150608;1700;18,7;
150608;1800;16,1667;
150608;1900;13,7417;
150608;2000;12,4833;
150608;2100;11,2167;
150608;2200;10,2167;
150608;2300;9,64165;
150609;0000;9,00832;
150609;0100;7,39165;
150609;0200;6,40833;
150609;0300;5,85;
150609;0400;5,48333;
150609;0500;6,10833;
150609;0600;5,85833;
150609;0700;5,85833;
150609;0800;6,08333;
150609;0900;7,46666;
150609;1000;11,8333;
150609;1100;12,075;
150609;1200;12,9;
150609;1300;13,5917;
150609;1400;13,9667;
150609;1500;14,2167;
150609;1600;14,4167;
150609;1700;14,2333;
150609;1800;13,3417;
150609;1900;12,6;
150609;2000;11,8;
150609;2100;11,0917;
150609;2200;10,4083;
150609;2300;9,72498;
150610;0000;9,27498;
150610;0100;8,34166;
150610;0200;7,28333;
150610;0300;7,30833;
150610;0400;6,45833;
150610;0500;6,225;
150610;0600;6,175;
150610;0700;5,35;
150610;0800;5,15833;
150610;0900;4,80833;
150610;1000;8,08333;
150610;1100;10,1;
150610;1200;11,7333;
150610;1300;12,975;
150610;1400;14,2;
150610;1500;15,1417;
150610;1600;14,9333;
150610;1700;14,1333;
150610;1800;12,1167;
150610;1900;11,35;
150610;2000;10,8917;
150610;2100;9,98332;
150610;2200;9,16666;
150610;2300;8,31665;
150611;0000;7,10833;
150611;0100;6,33333;
150611;0200;5,34166;
150611;0300;4,46666;
150611;0400;3,575;
150611;0500;3,125;
150611;0600;2,54166;
150611;0700;2,325;
150611;0800;1,75;
150611;0900;3,68333;
150611;1000;7,14165;
150611;1100;9,64165;
150611;1200;11,625;
150611;1300;13,3667;
150611;1400;14,975;
150611;1500;16,0417;
150611;1600;16,475;
150611;1700;15,6667;
150611;1800;13,7;
150611;1900;11,6667;
150611;2000;10,625;
150611;2100;9,5;
150611;2200;8,16666;
150611;2300;6,75;
150612;0000;5,575;
150612;0100;4,75;
150612;0200;3,79166;
150612;0300;4,02499;
150612;0400;2,29167;
150612;0500;1,83333;
150612;0600;2,15833;
150612;0700;1,74167;
150612;0800;1,15;
150612;0900;2,86666;
150612;1000;7,50832;
150612;1100;10,85;
150612;1200;12,3917;
150612;1300;13,0417;
150612;1400;13,5417;
150612;1500;14,3083;
150612;1600;14,4833;
150612;1700;12,7;
150612;1800;10,6583;
150612;1900;9,25832;
150612;2000;8,27498;
150612;2100;7,30833;
150612;2200;6,88332;
150612;2300;6,55833;
150613;0000;6,39999;
150613;0100;5,75832;
150613;0200;5,475;
150613;0300;5,14165;
150613;0400;4,29166;
150613;0500;3,44166;
150613;0600;3,08333;
150613;0700;2,61667;
150613;0800;2,25;
150613;0900;3,13333;
150613;1000;4,95833;
150613;1100;7,80833;
150613;1200;10,3333;
150613;1300;11,3833;
150613;1400;12,6333;
150613;1500;12,7833;
150613;1600;13,175;
150613;1700;13,0667;
150613;1800;11,125;
150613;1900;9,03333;
150613;2000;7,78333;
150613;2100;6,70833;
150613;2200;5,88332;
150613;2300;4,725;
150614;0000;3,925;
150614;0100;2,75833;
150614;0200;2,26666;
150614;0300;1,825;
150614;0400;1,14167;
150614;0500;0,366666;
150614;0600;-0,00833333;
150614;0700;-0,191667;
150614;0800;-0,858333;
150614;0900;0,325;
150614;1000;4,99165;
150614;1100;8,05832;
150614;1200;10,1167;
150614;1300;11,6667;
150614;1400;12,85;
150614;1500;13,9417;
150614;1600;14,8333;
150614;1700;14,85;
150614;1800;12,1417;
150614;1900;9,74165;
150614;2000;7,61665;
150614;2100;6,51665;
150614;2200;5,76665;
150614;2300;3,68333;
150615;0000;3,125;
150615;0100;2,1;
150615;0200;1,74167;
150615;0300;0,516665;
150615;0400;0,241667;
150615;0500;-0,391666;
150615;0600;-1,125;
150615;0700;-1,15833;
150615;0800;-1,15833;
150615;0900;1,025;
150615;1000;5,14999;
150615;1100;8,38332;
150615;1200;10,9583;
150615;1300;13,9083;
150615;1400;16,425;
150615;1500;17,55;
150615;1600;18,9167;
150615;1700;19,3583;
150615;1800;16,1083;
150615;1900;12,7083;
150615;2000;9,88332;
150615;2100;8,78333;
150615;2200;7,65833;
150615;2300;6,55;
150616;0000;5,21666;
150616;0100;3,64167;
150616;0200;2,18333;
150616;0300;1,50833;
150616;0400;1,48333;
150616;0500;0,658333;
150616;0600;0,7;
150616;0700;0,166667;
150616;0800;-1,16667;
150616;0900;1,25;
150616;1000;6,41666;
150616;1100;9,59998;
150616;1200;12,2583;
150616;1300;13,8;
150616;1400;14,725;
150616;1500;15,2583;
150616;1600;16,025;
150616;1700;15,65;
150616;1800;12,9583;
150616;1900;10,325;
150616;2000;9,44998;
150616;2100;8,13332;
150616;2200;6,81667;
150616;2300;5,70833;
150617;0000;4,55;
150617;0100;3,35833;
150617;0200;2,40833;
150617;0300;1,9;
150617;0400;1,31667;
150617;0500;0,25;
150617;0600;0,191666;
150617;0700;-0,108333;
150617;0800;-0,566667;
150617;0900;0,908333;
150617;1000;5,39165;
150617;1100;7,70833;
150617;1200;10,8083;
150617;1300;13,2583;
150617;1400;14,925;
150617;1500;15,5083;
150617;1600;16,5583;
150617;1700;15,275;
150617;1800;13,3083;
150617;1900;10,625;
150617;2000;8,94165;
150617;2100;7,99165;
150617;2200;6,79166;
150617;2300;5,175;
150618;0000;4,09166;
150618;0100;3,31666;
150618;0200;1,93333;
150618;0300;1,55;
150618;0400;1,275;
150618;0500;0,458333;
150618;0600;-0,366667;
150618;0700;-0,708333;
150618;0800;-0,475;
150618;0900;0,708333;
150618;1000;5,86665;
150618;1100;9,61665;
150618;1200;12,4583;
150618;1300;17,2833;
150618;1400;19,45;
150618;1500;21,6333;
150618;1600;22,7583;
150618;1700;22,375;
150618;1800;18,4417;
150618;1900;14,7833;
150618;2000;13,3083;
150618;2100;11,6;
150618;2200;9,63332;
150618;2300;7,78333;
150619;0000;7,05833;
150619;0100;6,56666;
150619;0200;5,33333;
150619;0300;3,66666;
150619;0400;3,51667;
150619;0500;3,9;
150619;0600;3,40833;
150619;0700;2,94167;
150619;0800;3,18333;
150619;0900;4,41666;
150619;1000;6,975;
150619;1100;12,6417;
150619;1200;17,9583;
150619;1300;20,3;
150619;1400;22,9;
150619;1500;23,6833;
150619;1600;23,4333;
150619;1700;21,9417;
150619;1800;18,4333;
150619;1900;15,8333;
150619;2000;14,3;
150619;2100;12,8333;
150619;2200;11,1667;
150619;2300;9,59998;
150620;0000;9,40833;
150620;0100;8,75832;
150620;0200;7,88332;
150620;0300;5,98333;
150620;0400;5,66666;
150620;0500;5,41666;
150620;0600;4,59166;
150620;0700;3,76666;
150620;0800;3,03333;
150620;0900;3,85;
150620;1000;8,75;
150620;1100;13,225;
150620;1200;14,8667;
150620;1300;17,65;
150620;1400;20,2833;
150620;1500;22,0417;
150620;1600;22,425;
150620;1700;22,1917;
150620;1800;19,9083;
150620;1900;16,7167;
150620;2000;14,5417;
150620;2100;13,2417;
150620;2200;11,625;
150620;2300;10,45;
150621;0000;8,95;
150621;0100;8,00832;
150621;0200;6,875;
150621;0300;6,175;
150621;0400;5,51665;
150621;0500;4,89165;
150621;0600;4,725;
150621;0700;3,74167;
150621;0800;4,45833;
150621;0900;5,21666;
150621;1000;7,85833;
150621;1100;9,39165;
150621;1200;12,5;
